,0,1
0,"[['person', 0.9652572274208069], ['person', 0.7663764953613281], ['potted plant', 0.0386369414627552], ['backpack', 0.013336976990103722], ['cell phone', 0.012917674146592617]]",2kyS6SvSYSE
1,"[['person', 0.9831690192222595], ['tie', 0.759113073348999], ['person', 0.23221012949943542], ['tv', 0.1970967799425125], ['person', 0.19251330196857452], ['bench', 0.07938076555728912], ['tv', 0.0358581580221653], ['bench', 0.03534752130508423], ['tv', 0.021939564496278763], ['bench', 0.012255706824362278]]",1ZAPwfrtAFY
2,"[['person', 0.42149055004119873], ['person', 0.1463949978351593], ['book', 0.029953941702842712], ['person', 0.01389698963612318]]",puqaWrEC7tY
3,"[['person', 0.9555855989456177], ['person', 0.914612889289856], ['person', 0.6661100387573242]]",d380meD0W0M
4,"[['cell phone', 0.8592754006385803], ['person', 0.39665061235427856], ['person', 0.20864266157150269], ['remote', 0.12003054469823837], ['skateboard', 0.02611282281577587], ['laptop', 0.02227608673274517], ['skateboard', 0.021194368600845337]]",gHZ1Qz0KiKM
5,"[['person', 0.9340311884880066], ['person', 0.9248801469802856], ['tie', 0.7473738193511963], ['tie', 0.7102465629577637], ['bottle', 0.3074818253517151], ['chair', 0.19045515358448029], ['bottle', 0.1153026595711708], ['clock', 0.06905975937843323], ['clock', 0.05980401858687401], ['handbag', 0.03733045980334282], ['bench', 0.03496738150715828], ['chair', 0.03383662924170494], ['bench', 0.02972479537129402], ['tie', 0.02315383218228817], ['chair', 0.021440275013446808], ['chair', 0.01805853843688965], ['handbag', 0.01441382896155119], ['bench', 0.010781578719615936]]",39idVpFF7NQ
6,"[['cake', 0.7117990851402283], ['cake', 0.622875452041626], ['cake', 0.423557847738266], ['bottle', 0.39349642395973206], ['cup', 0.10681772232055664], ['cup', 0.099216029047966], ['cake', 0.08630082756280899], ['cup', 0.07797247171401978], ['cake', 0.062441639602184296], ['bottle', 0.05645787715911865], ['bowl', 0.052459102123975754], ['dining table', 0.052377473562955856], ['bowl', 0.05150490999221802], ['spoon', 0.045331284403800964], ['giraffe', 0.04023542255163193], ['person', 0.03863416239619255], ['bottle', 0.023861762136220932], ['sandwich', 0.02057184837758541], ['cup', 0.018383461982011795], ['bowl', 0.01595398038625717], ['cake', 0.01240065973252058], ['knife', 0.011357458308339119], ['cup', 0.010882945731282234], ['bowl', 0.010792100802063942], ['cake', 0.010570675134658813]]",nc99ccSXST0
7,"[['person', 0.5806665420532227], ['tennis racket', 0.3148743808269501], ['person', 0.23330329358577728], ['person', 0.1701958030462265], ['remote', 0.13628004491329193], ['person', 0.12209939956665039], ['person', 0.0390966571867466], ['remote', 0.014948480762541294], ['tennis racket', 0.014182617887854576], ['toothbrush', 0.011015265248715878], ['person', 0.01034622173756361]]",jr9QtXwC9vc
8,"[['frisbee', 0.3207992911338806], ['person', 0.28128373622894287], ['traffic light', 0.20238612592220306], ['sports ball', 0.04146706312894821], ['clock', 0.02225824072957039], ['mouse', 0.016604701057076454], ['toilet', 0.013654794543981552], ['traffic light', 0.012191366404294968], ['tennis racket', 0.011746777221560478], ['stop sign', 0.011745844967663288], ['surfboard', 0.010809621773660183]]",TUmyygCMMGA
9,"[['person', 0.915971040725708], ['person', 0.594700276851654], ['person', 0.5759897828102112], ['person', 0.5108853578567505], ['person', 0.36319276690483093], ['person', 0.36204925179481506], ['person', 0.29271364212036133], ['person', 0.2342483103275299], ['person', 0.1442146599292755], ['person', 0.12995386123657227], ['person', 0.12376908212900162], ['person', 0.0884169265627861], ['baseball glove', 0.08064848929643631], ['person', 0.07399660348892212], ['person', 0.032934922724962234], ['person', 0.032490074634552], ['sports ball', 0.031082557514309883], ['baseball glove', 0.023341065272688866], ['person', 0.01919093355536461], ['person', 0.01818528026342392], ['tennis racket', 0.01101064682006836], ['baseball glove', 0.010189734399318695], ['backpack', 0.010098271071910858]]",9wRQljFNDW8
