video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
X5DWRXTOUD0,parents your thr christmas on iristm,parent,"[""[[150, 198], [348, 256]]""]"
X6NyvN4ZTik,uci live men elite 201718 telenet uclcx world cup i zeven ger telenet,live men elite world cup ger,"[""[[88, 66], [125, 80]]"", ""[[129, 66], [162, 80]]"", ""[[165, 66], [202, 80]]"", ""[[20, 202], [198, 243]]"", ""[[213, 202], [312, 244]]"", ""[[72, 246], [104, 261]]""]"
X6SaVOLRcF4,or,,[]
X9Gc_g638C8,red carpet 8 shows award,red carpet show award,"[""[[68, 214], [122, 246]]"", ""[[125, 214], [229, 246]]"", ""[[169, 246], [265, 280]]"", ""[[69, 248], [166, 280]]""]"
X9VlCV1ZflQ,official 1thek,official,"[""[[64, 272], [174, 306]]""]"
XAcjj16GMR4,the tonight aaron paul show j1 mmy fallon,tonight show,"[""[[21, 225], [112, 245]]"", ""[[21, 241], [85, 261]]""]"
XB3_v3sxq98,got christmas what for,get,"[""[[138, 169], [206, 197]]""]"
XGd1dq1BatM,al one vevo,one,"[""[[241, 244], [269, 262]]""]"
XHkAjUVoQME,russia my birth father in didnt know existed this i is our bond,russia birth father didnt know exist bond,"[""[[281, 248], [368, 272]]"", ""[[72, 250], [142, 271]]"", ""[[148, 250], [244, 272]]"", ""[[374, 250], [461, 272]]"", ""[[21, 272], [104, 294]]"", ""[[121, 272], [225, 296]]"", ""[[390, 274], [465, 294]]""]"
XIZmIl9SsXk,the g a the a,,[]
XJiCE88hOmM,late show curtis 50 centjackson stephen colbert,late show,"[""[[373, 208], [445, 234]]"", ""[[388, 232], [466, 257]]""]"
XMAMyhK-CHg,embedded ufc218 presentedly,embed,"[""[[85, 270], [264, 304]]""]"
XP32nDUMYS8,vevo,,[]
XPrHD-7jjUs,eril ri lice news tonight hbo,louse news tonight,"[""[[9, 281], [82, 306]]"", ""[[88, 280], [170, 311]]"", ""[[171, 280], [284, 313]]""]"
XQ0sKCp_NZA,pitch perfect 2 bellas for life,pitch perfect life,"[""[[173, 84], [221, 114]]"", ""[[220, 84], [286, 114]]"", ""[[366, 229], [425, 269]]""]"
XQmI7hTE4Jw,deadpoolz,,[]
XTTf2fmh_QM,cqm3t habits,habit,"[""[[76, 255], [399, 318]]""]"
XUjY0p_kLJg,fox news channel,fox news channel,"[""[[36, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[17, 290], [102, 301]]""]"
XY8QQmFswmA,tekken rodeos journey,tekken rodeo journey,"[""[[25, 58], [148, 80]]"", ""[[13, 231], [222, 295]]"", ""[[236, 232], [460, 296]]""]"
XYl_Zr8nvBo,yamaha hslfn sounds like bbg friday night music,sound like night music,"[""[[295, 245], [401, 282]]"", ""[[400, 246], [458, 281]]"", ""[[396, 280], [457, 308]]"", ""[[13, 285], [49, 297]]""]"
XZ-IYxacK3I,genius dodie verified,genius verify,"[""[[388, 56], [465, 69]]"", ""[[37, 209], [109, 226]]""]"
XZNUgzO9xJA,ciolse,,[]
X_vVMmvjEts,bbb two collateral trailer,two collateral trailer,"[""[[426, 77], [474, 94]]"", ""[[19, 211], [149, 240]]"", ""[[24, 246], [226, 289]]""]"
XcSMdhfKga4,mesimantan here we go again official trailer,official trailer,"[""[[240, 280], [350, 304]]"", ""[[354, 281], [448, 302]]""]"
XdE5Psqh57I,ir san 6 department of defense upr 220 i i i e lst y 1688 1688 c for fleet therels whole them of a gi is look the some on in 25010 b s2soa dclir,san department defense fleet whole look,"[""[[261, 48], [294, 56]]"", ""[[65, 49], [125, 58]]"", ""[[140, 49], [181, 58]]"", ""[[136, 257], [169, 272]]"", ""[[92, 258], [133, 272]]"", ""[[24, 277], [58, 290]]""]"
XeLIvgsYdFI,the,,[]
Xg_4tbLnIOc,smtown officia,,[]
XiHiW4N7-bo,mission impossible fallout official trailer,mission impossible official trailer,"[""[[34, 213], [89, 233]]"", ""[[89, 213], [159, 233]]"", ""[[13, 272], [122, 304]]"", ""[[129, 272], [232, 304]]""]"
XkVwqEdYlNA,fear box vanity fair,fear box vanity fair,"[""[[253, 49], [466, 115]]"", ""[[273, 118], [453, 186]]"", ""[[12, 264], [117, 306]]"", ""[[117, 264], [189, 305]]""]"
XmNm5e3AAjY,the man of woods the touro,man wood,"[""[[129, 124], [269, 174]]"", ""[[200, 185], [418, 238]]""]"
Xo8FPXlI3CU,jyp official,official,"[""[[74, 262], [195, 301]]""]"
XspEs1x9cPU,dauuln tuuin killd tianull olli teach home wisconsin news edition w confers degree colonel lindbergh u on yank flies atlantic girl friendship gains welse coast perilous hop earhart amelia the,teach home news edition degree colonel yank fly atlantic girl friendship gain coast perilous hop amelia,"[""[[390, 72], [436, 101]]"", ""[[176, 85], [225, 101]]"", ""[[332, 85], [383, 103]]"", ""[[177, 98], [222, 110]]"", ""[[261, 109], [306, 128]]"", ""[[330, 110], [374, 124]]"", ""[[174, 129], [225, 156]]"", ""[[232, 130], [308, 182]]"", ""[[314, 130], [441, 182]]"", ""[[173, 157], [225, 182]]"", ""[[370, 184], [414, 201]]"", ""[[414, 184], [438, 201]]"", ""[[400, 201], [424, 217]]"", ""[[380, 217], [412, 233]]"", ""[[410, 217], [426, 233]]"", ""[[154, 248], [272, 286]]""]"
XthLQZWIshQ,trailer hd,trailer,"[""[[30, 198], [205, 233]]""]"
XtqJd4-VX94,now,,[]
XvondF0gfro,top ten best movies 2017,top ten best movie,"[""[[81, 46], [148, 72]]"", ""[[156, 46], [222, 72]]"", ""[[79, 71], [210, 122]]"", ""[[38, 118], [232, 171]]""]"
XymR5UCxSfA,gigg,,[]
Xz3GEsF-VKA,jik,,[]
Xz66QlXXYyw,mon top d 270,mon top,"[""[[310, 109], [333, 120]]"", ""[[384, 212], [408, 224]]""]"
Y-iFgDK_D5s,i tiny i hatch e adventure,tiny hatch adventure,"[""[[14, 111], [115, 155]]"", ""[[14, 174], [166, 218]]"", ""[[16, 238], [277, 282]]""]"
Y0MjGxKe888,payne lam kiss rita ora,lam kiss rita,"[""[[22, 46], [189, 98]]"", ""[[99, 152], [206, 206]]"", ""[[66, 261], [229, 314]]""]"
Y1GgsGcuk7U,insider,insider,"[""[[337, 70], [450, 90]]""]"
Y3UA5Qf1pt8,i,,[]
Y4lhAHTzbRE,hollywood the beatdown,,[]
Y5MqpKlKiSM,decluttering my libe i,,[]
Y5Zu1P4Hg3E,urday snl,,[]
Y99Wj-NStok,choco mountain mario kartls most track infamous,mountain track infamous,"[""[[219, 69], [396, 115]]"", ""[[294, 248], [416, 276]]"", ""[[76, 248], [268, 278]]""]"
Y9PYlF43i3g,di a different way,different way,"[""[[77, 169], [335, 198]]"", ""[[356, 169], [453, 197]]""]"
YBpdL9hSac4,sneak peek,sneak peek,"[""[[48, 70], [205, 113]]"", ""[[69, 113], [185, 154]]""]"
YFHHGETsxkE,papers please film the short,paper please film short,"[""[[234, 178], [354, 206]]"", ""[[358, 178], [466, 202]]"", ""[[364, 210], [385, 220]]"", ""[[336, 212], [364, 221]]""]"
YGXiVHTy0JE,jiegioi pledis entertainment official,entertainment official,"[""[[30, 254], [104, 260]]"", ""[[27, 261], [106, 284]]""]"
YHdOh90kGHQ,youtube originals,original,"[""[[100, 267], [187, 299]]""]"
YJ25apqV-C8,sync lip preview battle,sync lip preview battle,"[""[[59, 244], [151, 277]]"", ""[[10, 246], [60, 276]]"", ""[[170, 262], [302, 293]]"", ""[[25, 276], [136, 305]]""]"
YJcergNiMDQ,tromelancys siege rainbowsix white noise gadgets operators 8,siege white noise gadget operator,"[""[[129, 61], [206, 102]]"", ""[[12, 239], [95, 273]]"", ""[[100, 240], [182, 273]]"", ""[[201, 272], [322, 306]]"", ""[[13, 273], [169, 308]]""]"
YKKE-LX5FPE,the graham norton show,graham show,"[""[[17, 235], [99, 260]]"", ""[[50, 274], [82, 286]]""]"
YL9sNrOlK-I,copeniz door a the sky in,door sky,"[""[[66, 215], [197, 253]]"", ""[[172, 261], [254, 296]]""]"
YMw28iNfXAs,boy talk,boy talk,"[""[[180, 59], [322, 151]]"", ""[[180, 158], [308, 218]]""]"
YQJmvXamKYg,fox news chan nel,fox news,"[""[[41, 230], [101, 258]]"", ""[[25, 258], [102, 284]]""]"
YR5qurEje5Y,glossier so this is meant to be makeup,meant,"[""[[153, 270], [229, 309]]""]"
Yedbkvwm2rY,reakon supperg sold,sell,"[""[[84, 270], [119, 287]]""]"
YfWSMMPnTiI,blueprint timbaland,blueprint,"[""[[18, 242], [213, 270]]""]"
Yg83DR3qIPM,hurricane bianca from russia with hate,hurricane russia hate,"[""[[248, 198], [445, 229]]"", ""[[302, 278], [354, 293]]"", ""[[401, 278], [437, 293]]""]"
YgZiM_prrgo,part our slov wiz,part wiz,"[""[[418, 80], [466, 106]]"", ""[[352, 228], [461, 302]]""]"
Yjf5scyjifU,tmz omeral i a,,[]
Yp5R84V1bDU,si,,[]
YpnV0M6XTc8,paris nyc,,[]
YuAA5DEXbG4,dodia,,[]
Yv_rod8-Ma0,cation it royalel victory,cation victory,"[""[[97, 160], [119, 183]]"", ""[[175, 239], [278, 277]]""]"
Z0vLiQLpsc8,jimmy kimmel livei,jimmy,"[""[[40, 206], [106, 230]]""]"
Z1rZAT2GtmI,ruins adam expiration dates,ruin expiration date,"[""[[244, 184], [369, 228]]"", ""[[124, 216], [366, 278]]"", ""[[185, 262], [311, 312]]""]"
Z35ALmnFo9A,flume,flume,"[""[[40, 261], [199, 296]]""]"
Z5ze4CUAkE8,vevo,,[]
Z61wL27eDRw,fully charged paris autonomy,fully charge autonomy,"[""[[68, 194], [182, 228]]"", ""[[68, 229], [264, 265]]"", ""[[28, 266], [162, 297]]""]"
Z7-R881j6UY,tourl nursery louise periland,nursery,"[""[[284, 187], [398, 237]]""]"
Z8qKEQhBdAg,teffer,,[]
ZAO9WjsFcaI,noisial exclusive studio tour,exclusive studio tour,"[""[[101, 53], [221, 76]]"", ""[[221, 53], [306, 76]]"", ""[[308, 53], [372, 76]]""]"
ZBM7DYktEyo,100most talked abou movies,talk movie,"[""[[16, 120], [181, 172]]"", ""[[15, 229], [179, 280]]""]"
ZDMgHk2DjoQ,man east,man east,"[""[[177, 201], [220, 220]]"", ""[[184, 211], [247, 242]]""]"
ZEkImgh--PE,vevo,,[]
ZJkc_C5-Cd8,snl,,[]
ZKSeQmgg40Q,newyork halu,,[]
ZKUerb6IH4Y,shopping xmas sillish,shopping,"[""[[279, 157], [477, 199]]""]"
ZKw1m2yr6Wk,siriusxm i cardi is spending more on b making coachella than shes,spending make,"[""[[162, 265], [308, 289]]"", ""[[358, 286], [472, 312]]""]"
ZOBvRs4btvE,one radio live lounge the,one radio live lounge,"[""[[395, 66], [423, 77]]"", ""[[396, 76], [424, 85]]"", ""[[208, 129], [238, 148]]"", ""[[236, 129], [288, 148]]""]"
ZQ8ir66M5XU,et canada,canada,"[""[[30, 286], [95, 298]]""]"
ZWqClKiz4_I,werre americal bitchi president trumps doctrine the opposition we re america bitchi commoy manas,president trump doctrine opposition manas,"[""[[97, 253], [197, 272]]"", ""[[199, 253], [279, 271]]"", ""[[281, 253], [377, 272]]"", ""[[32, 257], [90, 268]]"", ""[[57, 280], [82, 285]]""]"
ZbB4SYJNuTo,smtown official,official,"[""[[108, 268], [192, 285]]""]"
ZcCp7488puc,vevo,,[]
ZdtobM01EHM,harrotick hahaco vevo,,[]
Zg165-mZ7x8,vevo,,[]
Zh4c5IrllBg,world jurassic conspiracyi,world,"[""[[102, 117], [185, 148]]""]"
ZlPgrJFMFYY,wendy,,[]
ZnHW63aXXB8,live e grammys 2018 red carpet,live red carpet,"[""[[34, 245], [73, 265]]"", ""[[34, 265], [70, 285]]"", ""[[33, 281], [102, 305]]""]"
Zo_mpwmashg,trump anthem bad reading a lip,trump anthem bad reading lip,"[""[[17, 148], [250, 200]]"", ""[[17, 201], [250, 244]]"", ""[[33, 253], [74, 270]]"", ""[[109, 253], [194, 273]]"", ""[[77, 254], [106, 272]]""]"
Zqh2DS7oIbU,kindafunny games daily,game daily,"[""[[6, 252], [154, 301]]"", ""[[158, 251], [304, 302]]""]"
ZurW-Uc6Lc0,i e,,[]
Zv7mc3TygO4,zzz,,[]
ZvdPvq4dX78,desus mero 8,mero,"[""[[269, 264], [380, 304]]""]"
ZxD3o-9H1lY,cnn 5 to but,,[]
ZzZ-BsiSamk,conor mz hollywood the beatdown,,[]
Zz_JEN74evU,evo,,[]
_0ovuLsnU1A,teaser diske 3 escendants,teaser,"[""[[264, 251], [408, 295]]""]"
_1mIPOYZzfo,mibrellast diddy interview revolt any,diddy interview revolt,"[""[[48, 117], [154, 148]]"", ""[[10, 149], [189, 178]]"", ""[[174, 273], [202, 290]]""]"
_2v5kMaGCNI,hollywood the beatdown,,[]
_4LsQ_kdLh0,bug,bug,"[""[[413, 262], [453, 282]]""]"
_4_V7ZGCYDE,the dodo fierce,dodo fierce,"[""[[438, 64], [474, 77]]"", ""[[57, 281], [144, 306]]""]"
_6ViZ13mN9I,hollywood the beatdown,,[]
_6lGaYh71g4,s300 toasterf,,[]
_7985zBEM3o,promiticeratory wordpress com,,[]
_7z85ipjSwA,vevo,,[]
_804kr2rMrQ,erminal buls 20 seventseasons official,official,"[""[[57, 274], [157, 301]]""]"
_8VHAHoCUVY,awardi unit hulk lost posterse giant launchi moira zown,unit hulk lose giant,"[""[[370, 74], [455, 108]]"", ""[[2, 79], [114, 147]]"", ""[[368, 107], [455, 142]]"", ""[[2, 160], [116, 224]]""]"
_9wK8hVvjAU,copa90 poet 8 vuj fifa chill 8 lampard frank,poet chill frank,"[""[[133, 68], [176, 81]]"", ""[[142, 200], [236, 234]]"", ""[[12, 245], [152, 294]]""]"
_DiGQRaaHvg,shut upi amazon under,shut,"[""[[240, 86], [416, 174]]""]"
_EvMYEfF_hQ,stranger thingsl does stranger things get less scary did things jennifer stranger cast lawerence things based is stranger on true story a,stranger thing get less scary cast base true story,"[""[[120, 301], [169, 314]]"", ""[[169, 298], [208, 315]]"", ""[[226, 271], [251, 287]]"", ""[[250, 272], [278, 284]]"", ""[[280, 273], [316, 285]]"", ""[[217, 286], [245, 298]]"", ""[[209, 300], [249, 312]]"", ""[[280, 301], [308, 313]]"", ""[[309, 301], [342, 314]]""]"
_I_D_8Z4sJE,rocket ind launcest,rocket,"[""[[416, 57], [472, 81]]""]"
_JbpTEtGTz8,player ready one reviewed by mark kermode,player ready one review mark,"[""[[185, 141], [351, 189]]"", ""[[28, 142], [184, 186]]"", ""[[358, 144], [453, 186]]"", ""[[102, 200], [194, 224]]"", ""[[226, 198], [282, 224]]""]"
_Jc8hxt6kdU,prometheus lensi,,[]
_KBc4B5JFoQ,love vevo,love,"[""[[0, 112], [469, 244]]""]"
_KEN-cxmGw8,m thergondious clarkson tesla on,,[]
_Oht6ZNXx7I,2018 grammys thest ateshow james corden,,[]
_P3l2rwAaOs,thebreakeast club diddy sam mages,club diddy sam,"[""[[84, 84], [153, 108]]"", ""[[18, 274], [149, 309]]"", ""[[428, 304], [446, 310]]""]"
_PvfiCuNfO0,best fashion purchases lp,best fashion purchase,"[""[[32, 169], [109, 190]]"", ""[[117, 168], [253, 192]]"", ""[[264, 168], [449, 192]]""]"
_ROBzItOaOs,whisper challeuge 2 part,whisper part,"[""[[118, 47], [215, 94]]"", ""[[176, 90], [230, 126]]""]"
_UlPkHa4POE,teavorite worst pottobers least hook upf exposing our deepest darkest secrets,bad least hook expose secret,"[""[[378, 66], [441, 86]]"", ""[[8, 79], [44, 103]]"", ""[[365, 92], [414, 112]]"", ""[[22, 282], [122, 306]]"", ""[[356, 282], [444, 306]]""]"
_XyBa8QsVQU,official 1thek,official,"[""[[64, 272], [174, 306]]""]"
_YCGFLhrMkk,the fbi simpsons fox,fox,"[""[[206, 264], [266, 290]]""]"
__1SjDrSMik,a i,,[]
_akwfRuL4os,wah state a,wah state,"[""[[178, 145], [205, 156]]"", ""[[203, 144], [237, 159]]""]"
_fQtxKmgJC8,docum entary story the of tetris,story,"[""[[149, 232], [237, 267]]""]"
_gRC4L6lNoc,critique a of star h aster jedi e wars part 2,critique star aster war part,"[""[[152, 132], [308, 162]]"", ""[[156, 166], [332, 210]]"", ""[[220, 210], [281, 222]]"", ""[[154, 222], [336, 264]]"", ""[[185, 269], [265, 298]]""]"
_hMQe2U4c6w,vevo,,[]
_j7z_oPTvJM,late stephow paramore colbert,late,"[""[[376, 208], [445, 234]]""]"
_lu_Hgw60Ns,fox news channel,fox news channel,"[""[[40, 232], [98, 258]]"", ""[[25, 258], [100, 284]]"", ""[[17, 290], [98, 301]]""]"
_qQsPw4CqUI,logic swarshmello everyday,logic everyday,"[""[[179, 117], [302, 149]]"", ""[[113, 174], [368, 228]]""]"
_t0LX_Of33U,handle your bars,handle bar,"[""[[209, 269], [287, 301]]"", ""[[346, 269], [396, 289]]""]"
_ti2nJnJZnY,we need talkabou criticism film patrickw willems,need criticism film,"[""[[164, 206], [217, 244]]"", ""[[268, 237], [469, 300]]"", ""[[165, 240], [264, 298]]""]"
_wNZbgBPz1Q,expor,,[]
_wVB6pfWwnE,honey,honey,"[""[[196, 152], [285, 203]]""]"
_yiQHtBFYkg,kylie top s fro im f alling,top fro,"[""[[257, 194], [285, 205]]"", ""[[202, 206], [232, 217]]""]"
_zu53yAoTJE,vevo,,[]
a0_QIfAT9tA,buzzer beaterw crossroais,buzzer,"[""[[85, 50], [227, 89]]""]"
a1WEz02s0m0,tmz sports,sport,"[""[[2, 258], [198, 309]]""]"
a8gzChJsvEo,everything wrong with arrival,everything wrong arrival,"[""[[74, 46], [231, 94]]"", ""[[232, 46], [334, 95]]"", ""[[105, 158], [384, 250]]""]"
a9esk9m9PqQ,40 lv 53650 exp best time 8153 20 trap 2 adventure app more tings,best time trap adventure ting,"[""[[325, 80], [362, 97]]"", ""[[368, 80], [405, 97]]"", ""[[49, 97], [180, 158]]"", ""[[54, 164], [343, 220]]"", ""[[30, 302], [58, 312]]""]"
aCAhbjLKkt4,thebreakeast club bow wow interview revolt new,club bow wow interview revolt new,"[""[[106, 73], [176, 100]]"", ""[[41, 108], [125, 138]]"", ""[[134, 108], [226, 137]]"", ""[[44, 140], [222, 170]]"", ""[[193, 255], [236, 274]]"", ""[[244, 260], [261, 273]]""]"
aCYf-NK3pxQ,vevo,,[]
aEM2kOrrNJI,vevo,,[]
aHUmy5PvPjQ,veshadow of your love,love,"[""[[342, 250], [425, 289]]""]"
aJJcVyiZT0U,on form majorca camp training,form camp training,"[""[[209, 177], [241, 189]]"", ""[[298, 188], [352, 217]]"", ""[[210, 190], [294, 216]]""]"
aJOTlE1K90k,vevo,,[]
aJqEx_t_9S8,graceys review spoilers,review spoiler,"[""[[161, 220], [286, 245]]"", ""[[13, 256], [288, 298]]""]"
aJrCQypP4a0,lyri cal lemonade,cal lemonade,"[""[[12, 237], [52, 262]]"", ""[[14, 261], [52, 279]]""]"
aMGQgC5yV-o,wsha exclusive,exclusive,"[""[[59, 288], [138, 301]]""]"
aMcjxSThD54,interviews news jordan b peterson on the pay gap and patriarchy the,interview news jordan pay gap patriarchy,"[""[[26, 48], [178, 72]]"", ""[[404, 217], [460, 236]]"", ""[[38, 240], [133, 260]]"", ""[[30, 262], [73, 282]]"", ""[[77, 262], [125, 282]]"", ""[[228, 262], [370, 282]]""]"
aNpl8EsTR94,hollywood the beatdown monster,monster,"[""[[276, 293], [441, 317]]""]"
aP0izmLk-Q8,showme show youtube originals,show original,"[""[[21, 265], [80, 278]]"", ""[[54, 286], [109, 308]]""]"
aQzai9oXb-g,november vlog,,[]
aRXgvkpMZrI,september,,[]
aRsOBFhNjVM,borealiz devilish days,devilish day,"[""[[200, 298], [249, 312]]"", ""[[249, 298], [280, 310]]""]"
aRz_XfwcVtU,radio 1 vevo,radio,"[""[[300, 105], [359, 130]]""]"
aV2B1-Qhab0,pgr v4 110,,[]
aWS6Oa0kq2E,f the jedi my,,[]
aXPCtdRxnGY,romens can match raw,match raw,"[""[[113, 166], [189, 181]]"", ""[[-2, 245], [150, 308]]""]"
aZUopuhqwCM,panici disco atthe pray picked,pray picked,"[""[[105, 109], [260, 200]]"", ""[[112, 190], [372, 302]]""]"
acIRvVxB4go,lear,lear,"[""[[362, 133], [388, 146]]""]"
af6L1jBZGYA,the paul rudd tonight show fallon king wishful thinking of music video remake,rudd tonight show king wishful think music video remake,"[""[[213, 221], [314, 257]]"", ""[[16, 229], [108, 249]]"", ""[[17, 246], [81, 266]]"", ""[[122, 263], [178, 294]]"", ""[[208, 266], [289, 288]]"", ""[[293, 266], [390, 292]]"", ""[[118, 288], [183, 314]]"", ""[[186, 290], [250, 312]]"", ""[[253, 290], [342, 312]]""]"
agmPDVtPEc8,205,,[]
ahSKGi_21xg,jimmy limmel mean tweets livel,jimmy mean tweet,"[""[[24, 236], [65, 253]]"", ""[[156, 250], [241, 276]]"", ""[[247, 250], [367, 275]]""]"
aj8mN_7Apcw,alita angel battle trailer,angel battle trailer,"[""[[97, 97], [151, 122]]"", ""[[36, 109], [99, 136]]"", ""[[17, 261], [222, 316]]""]"
akohTFyGu88,direct nintendo e3 2018,direct,"[""[[281, 129], [425, 173]]""]"
ao_CJr7-NR4,today,today,"[""[[20, 276], [130, 302]]""]"
aqzPj4WjO94,whatigotforxmas reve,reve,"[""[[176, 208], [241, 233]]""]"
arY6lepNdzU,e3 2018 gamespot live day one,live day one,"[""[[288, 185], [348, 212]]"", ""[[137, 212], [234, 254]]"", ""[[248, 213], [349, 253]]""]"
au2n7VVGv_c,vevo,,[]
au3S8F08v54,field music,field music,"[""[[189, 77], [233, 89]]"", ""[[240, 77], [288, 89]]""]"
av4QVqEMWyk,thebreakeast club pusha t,club,"[""[[100, 112], [180, 138]]""]"
aw-r_G7rfnU,jimmy xummel livei,jimmy,"[""[[40, 205], [105, 230]]""]"
axVvZrDz60k,banana official,banana official,"[""[[4, 280], [93, 304]]"", ""[[105, 294], [171, 309]]""]"
b-ufhlIlfmA,united lied fergusoni to get alex,united lie get,"[""[[58, 189], [274, 264]]"", ""[[288, 190], [421, 264]]"", ""[[104, 268], [164, 308]]""]"
b7K_lbglfI4,sparlight,,[]
bJ-wMCV05EI,jimmy summel livei,jimmy,"[""[[40, 205], [105, 230]]""]"
bNcj9iR956M,conan,,[]
bOBL980Xsg4,day 7 vlogmas,day,"[""[[28, 69], [88, 93]]""]"
bRlXatOvsZU,dscvr xng bane rihanna,bane,"[""[[153, 180], [332, 218]]""]"
bTE_EEuVRe0,kimmel billy of honor in,billy honor,"[""[[205, 82], [222, 94]]"", ""[[173, 88], [198, 100]]""]"
bU-vnDmxd1Q,netflix monemon guest my next needs no introduction david letterman with,guest next need introduction,"[""[[153, 242], [244, 270]]"", ""[[72, 244], [145, 270]]"", ""[[68, 274], [101, 284]]"", ""[[120, 274], [200, 284]]""]"
bUMWiiOlee4,homies applay s monstax mix,mix,"[""[[46, 253], [89, 273]]""]"
bVU-MmJZFFA,man ofthe woods vevo,man wood,"[""[[169, 88], [316, 143]]"", ""[[126, 217], [359, 274]]""]"
bYXM3uz1bjM,vevo,,[]
b_aLROw98NA,bbc news,news,"[""[[29, 246], [94, 266]]""]"
b_lULj6v804,ewis yankees red sox get into brawl,red get brawl,"[""[[110, 201], [158, 221]]"", ""[[212, 201], [258, 221]]"", ""[[317, 201], [397, 221]]""]"
baj6llvgpWA,vevo,,[]
be3BHwNi58A,bbc news,news,"[""[[29, 237], [94, 256]]""]"
bi1wcqsFoCs,goy nessoarse,goy,"[""[[152, 86], [169, 96]]""]"
bi9NkBZ1qe4,farcry5 holland valley gameplay,valley,"[""[[148, 240], [242, 274]]""]"
bkwLxcfcKTY,scrap line,scrap line,"[""[[362, 104], [445, 149]]"", ""[[417, 130], [444, 144]]""]"
bu0m_UdtoaU,serious questions avenders sure war,serious question sure war,"[""[[178, 150], [353, 230]]"", ""[[172, 185], [398, 297]]"", ""[[289, 296], [329, 305]]"", ""[[349, 297], [380, 306]]""]"
buUazE5BR38,everybody,everybody,"[""[[161, 219], [341, 252]]""]"
bvBNvAMeovw,tebreakeast erykah badu interview revolt,interview revolt,"[""[[40, 162], [209, 190]]"", ""[[193, 268], [221, 285]]""]"
bwi9BNyKTcU,smackloo live,live,"[""[[93, 280], [173, 304]]""]"
bxDX-nywiTc,bob lets talk about wetrust luke skywalker,bob let talk luke,"[""[[406, 56], [474, 81]]"", ""[[18, 66], [97, 106]]"", ""[[97, 66], [177, 105]]"", ""[[18, 110], [286, 232]]""]"
bye513KciIk,vvoicetopio,,[]
bzzk0R14HD4,sup ro hust honi,sup,"[""[[113, 41], [164, 65]]""]"
c1cvDqM_CMg,sche abc def 2 the dream a o 8 tuv,dream,"[""[[233, 208], [269, 217]]""]"
c47kn_Y4y8A,wired obsessed,wire obsess,"[""[[17, 258], [88, 276]]"", ""[[16, 277], [188, 302]]""]"
c5E9Rns3HOo,single nes on valent,single valent,"[""[[16, 168], [147, 193]]"", ""[[234, 169], [372, 194]]""]"
c5_LROaHGtw,bts episode tern do companamenally,episode tern,"[""[[408, 60], [466, 76]]"", ""[[220, 256], [292, 279]]""]"
c7gO55FhKUQ,christmas miracle ii hms been one we had we melded by pauls thoughts became mine and mine became lies had his gathe red feed on to all the beauty of christmas that seeped from our pores,miracle one meld thought become mine lie red feed beauty seep pore,"[""[[262, 54], [305, 64]]"", ""[[236, 64], [258, 73]]"", ""[[272, 65], [308, 73]]"", ""[[154, 273], [198, 282]]"", ""[[310, 273], [346, 284]]"", ""[[284, 273], [308, 282]]"", ""[[158, 284], [181, 293]]"", ""[[232, 285], [246, 293]]"", ""[[262, 285], [286, 294]]"", ""[[129, 296], [164, 305]]"", ""[[242, 297], [272, 305]]"", ""[[316, 297], [346, 306]]""]"
c8ngetsBSGk,news,news,"[""[[6, 89], [68, 110]]""]"
cHB_s970Uyw,herpson harry school hhhs tasj,harry school,"[""[[254, 162], [299, 194]]"", ""[[291, 165], [343, 187]]""]"
cIQKKzZtWwQ,vevo,,[]
cIriwVhRPVA,vevo,,[]
cJ1zhq3yNBM,cq,,[]
cJzOUbYrQiY,get tin 5soss v1 europe part 1,get tin part,"[""[[245, 195], [270, 207]]"", ""[[236, 206], [269, 218]]"", ""[[251, 266], [311, 289]]""]"
cKIXdtntMac,sardonicast,,[]
cL5oCP0VIEI,top 10 reasons why last star wars the jedi made me angry,top reason last star war make angry,"[""[[33, 48], [114, 90]]"", ""[[186, 50], [357, 89]]"", ""[[277, 237], [330, 258]]"", ""[[90, 238], [150, 261]]"", ""[[154, 238], [222, 258]]"", ""[[52, 261], [184, 308]]"", ""[[280, 262], [448, 309]]""]"
cM7HHCI1EPc,isseaof thieves the new mants sky2 no,thief new,"[""[[38, 136], [206, 177]]"", ""[[102, 178], [208, 220]]""]"
cMD63TwzB1o,vevo,,[]
cOaRPJQXFG4,sting kshaggy donmake i me wait,sting wait,"[""[[133, 54], [218, 98]]"", ""[[256, 132], [296, 149]]""]"
cQp_C_Zrc3U,the,,[]
cUtYh_ZUjqc,british i,,[]
cVdnrt6HCh0,stan,,[]
cVx9EFK3DWE,pretty feel official trailer,pretty feel official trailer,"[""[[205, 202], [331, 267]]"", ""[[164, 232], [213, 268]]"", ""[[119, 273], [239, 298]]"", ""[[246, 273], [360, 298]]""]"
cWGWYAhLuAQ,syd,,[]
cWy8jWXhdnA,set off loog duss a to somethed my thor,set,"[""[[0, 48], [35, 65]]""]"
ca3eYxZedD4,ean the ride,ean ride,"[""[[248, 162], [378, 193]]"", ""[[246, 234], [338, 259]]""]"
caCdf94Blfw,90scars inations nom,,[]
