video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
FntZKz9fXp8,whath mark didnt knows star wars,mark didnt know star war,"[""[[169, 106], [269, 136]]"", ""[[162, 137], [276, 164]]"", ""[[148, 165], [301, 201]]"", ""[[18, 226], [171, 265]]"", ""[[17, 259], [172, 310]]""]"
FofCwLXknq8,o,,[]
FtB3YSdLQR4,desus mero 8,mero,"[""[[270, 262], [380, 305]]""]"
FvBcYkY7ZGo,jimmy simmel livei,jimmy,"[""[[41, 205], [105, 230]]""]"
FvedKSaHCBQ,the change channel,change channel,"[""[[-3, 70], [184, 162]]"", ""[[43, 95], [249, 191]]""]"
FxFF5bgG6xs,hey mom,hey,"[""[[167, 58], [233, 87]]""]"
Fy2sbisN7Qo,wollim ent official,official,"[""[[361, 285], [465, 310]]""]"
G0XLp2AQxek,woods girls lumbe jack and 17 shot messers,wood girl jack shot,"[""[[358, 208], [395, 226]]"", ""[[114, 212], [166, 248]]"", ""[[364, 236], [395, 254]]"", ""[[77, 268], [94, 290]]""]"
G1Ky9-OoWyo,tarwars battleerontic paul keslin batterontipholocic dice rant response,dice rant response,"[""[[133, 190], [161, 205]]"", ""[[156, 249], [270, 311]]"", ""[[273, 248], [483, 326]]""]"
G3Sl2vJrmf0,icon remix,icon remix,"[""[[32, 112], [442, 238]]"", ""[[333, 234], [440, 261]]""]"
G4MTmN7n8Ks,grwm post natal depression parenting 8 faith,post natal depression parent faith,"[""[[17, 220], [105, 272]]"", ""[[114, 219], [227, 270]]"", ""[[236, 220], [457, 272]]"", ""[[165, 274], [239, 297]]"", ""[[257, 274], [297, 293]]""]"
G4MtkhJehhk,a,,[]
G86COtz0xjs,the hill billies of grand rtheft auto online noclip,hill billy grand auto,"[""[[262, 73], [312, 97]]"", ""[[310, 73], [394, 97]]"", ""[[259, 93], [419, 158]]"", ""[[284, 194], [409, 238]]""]"
G9j8wV0ghlg,testing mark pp beauty,test mark beauty,"[""[[4, 48], [90, 78]]"", ""[[102, 77], [269, 118]]"", ""[[134, 118], [248, 162]]""]"
GBTV5ekQwWw,in raw,raw,"[""[[13, 255], [146, 294]]""]"
GCTyFp0PpHE,the,,[]
GEsK9GudV2M,vevo,,[]
GFMyMxMYDNk,bocket jump star school wars how was saved rj fs the in edit,jump star school war save edit,"[""[[52, 237], [72, 248]]"", ""[[152, 244], [234, 282]]"", ""[[34, 249], [66, 261]]"", ""[[239, 245], [331, 282]]"", ""[[390, 254], [465, 284]]"", ""[[413, 284], [465, 309]]""]"
GJCJme9ILPs,tromelancys thedivision cefa 18 update launch trailer,update launch trailer,"[""[[68, 239], [187, 271]]"", ""[[13, 269], [137, 302]]"", ""[[144, 269], [276, 302]]""]"
GJTtiYMdMtk,vevo,,[]
GKPIae1_LYw,late elementary dear my show spephen betsy,late elementary dear show,"[""[[375, 206], [447, 235]]"", ""[[12, 230], [210, 257]]"", ""[[278, 230], [360, 257]]"", ""[[389, 232], [470, 257]]""]"
GL8oRm8Wo3Q,fairytale of york new,york new,"[""[[335, 227], [475, 305]]"", ""[[208, 246], [323, 291]]""]"
GLZZn7lCtcI,fighthypelom,,[]
GO4hi9004hg,this thames 29 31 us,,[]
GRkHQ3RCW34,spe onyexperiment,,[]
GRwmtpr79qE,last jedi the fallaman smiths kevin review batman,last smith review batman,"[""[[134, 229], [220, 261]]"", ""[[109, 261], [250, 294]]"", ""[[251, 262], [381, 294]]"", ""[[398, 274], [453, 290]]""]"
GWM8x6Y6cXU,what could this meanzi cybery,could,"[""[[257, 173], [380, 224]]""]"
GWoOLpf9G_A,deadpool 2,,[]
GZeza5xTeuM,meady ready for ready for for ready itp bloodpop remixi remi canior swire if is i i,ready swire,"[""[[324, 101], [357, 110]]"", ""[[333, 181], [365, 193]]""]"
GcbsIv3QdFs,it rehard,,[]
GdR-iTH_f-I,mibreakeast miko grimes interview evolt,grime interview,"[""[[130, 116], [265, 146]]"", ""[[52, 148], [236, 178]]""]"
Geg4yDxZZDs,vevo,,[]
GfCqMv--ncA,vevo,,[]
GfxNGjfSKRY,vevo,,[]
GpEuHHMy-Z8,late show franco james stephen colbert,late show franco,"[""[[374, 208], [445, 234]]"", ""[[388, 232], [468, 257]]"", ""[[182, 242], [304, 269]]""]"
GpekGi00XCE,lookbook wus nye i,nye,"[""[[128, 157], [197, 216]]""]"
GxYimeaoea0,munk debate the munk debates the munk,debate debate,"[""[[430, 164], [458, 173]]"", ""[[142, 169], [176, 180]]""]"
H08xgoXkpa8,the dogg view snoop,view snoop,"[""[[18, 236], [88, 265]]"", ""[[112, 234], [273, 273]]""]"
H0uvmD8CSxs,cnn,,[]
H1Os-ouhHG8,animal crossing town builder game,animal cross town builder game,"[""[[69, 73], [235, 132]]"", ""[[58, 118], [246, 180]]"", ""[[81, 181], [244, 218]]"", ""[[29, 220], [296, 261]]"", ""[[82, 261], [244, 301]]""]"
H3PKipRZKv0,the,,[]
H4Hb6HcCm_E,rec cardi b drip feat migos promance,drip feat,"[""[[301, 141], [457, 178]]"", ""[[300, 185], [366, 202]]""]"
H4NjcO2GAMU,late charlamagne tha show stephen god,late tha show god,"[""[[375, 206], [447, 235]]"", ""[[278, 232], [345, 258]]"", ""[[388, 232], [470, 257]]"", ""[[150, 258], [221, 285]]""]"
H6tRAXugvHI,1f3 lunar new year challing ihad tihap withstones sterlin and,lunar new year,"[""[[48, 112], [104, 136]]"", ""[[104, 112], [144, 137]]"", ""[[145, 112], [194, 136]]""]"
H78P-eAvWqg,i ufc ufc innability,,[]
H83cVi2sCJM,fast crwm,fast,"[""[[90, 162], [218, 196]]""]"
H95362B0YOg,chill burgers chili vl,chill chili,"[""[[385, 190], [428, 211]]"", ""[[20, 220], [112, 254]]""]"
HE8SYbMsm0E,vevo,,[]
HEVonh8bjC0,disobedience official trailer,disobedience official trailer,"[""[[8, 261], [277, 289]]"", ""[[9, 292], [85, 305]]"", ""[[92, 292], [158, 305]]""]"
HHauPi8CS4k,the dodo,dodo,"[""[[438, 64], [474, 77]]""]"
HI-mXMr8glQ,vevo,,[]
HJBqbRMUOaI,vevo,,[]
HKIIgYFhQlE,vevo,,[]
HL1LiSiBPMo,1,,[]
HMKoFuOzkxc,ball barn 20,ball barn,"[""[[270, 81], [321, 106]]"", ""[[157, 86], [210, 106]]""]"
HMvx0NbQ-Y0,i hollywood the linalt beatdown at ollywood,,[]
HNa_UWX51_s,last friday night,last night,"[""[[301, 194], [422, 224]]"", ""[[294, 270], [440, 301]]""]"
HQYl0PBFI3M,selena gomez for coach spring 2018,coach spring,"[""[[349, 193], [416, 217]]"", ""[[294, 217], [370, 241]]""]"
HRstc9yxjBg,woollim lent official,lent official,"[""[[146, 277], [168, 289]]"", ""[[361, 285], [465, 310]]""]"
HS6R2Q7eRdg,super sed jce,super,"[""[[99, 47], [403, 122]]""]"
HSezK15Ewdo,best f 0 2,best,"[""[[18, 165], [165, 194]]""]"
HTDNGv61-Dk,official trailer,official trailer,"[""[[13, 273], [209, 305]]"", ""[[225, 274], [398, 305]]""]"
HaI5lLd3RvE,snl,,[]
HbaQ9xnoMGQ,vevo,,[]
He-HBXbHT_U,month whole apr,month whole,"[""[[253, 133], [430, 188]]"", ""[[84, 159], [242, 227]]""]"
HfIgfy0HJHU,snl,,[]
HgjVWV0Uw3M,movie talk,movie talk,"[""[[38, 261], [158, 292]]"", ""[[173, 261], [263, 290]]""]"
HgknAaKNaMM,vevo,,[]
HjnwaagBigA,cnn,,[]
HjoJqZDjxgI,the wars star show exclusive last the jedi deleted scene,war star show exclusive last delete scene,"[""[[100, 102], [168, 132]]"", ""[[36, 112], [104, 142]]"", ""[[104, 132], [149, 156]]"", ""[[26, 174], [174, 201]]"", ""[[73, 202], [136, 226]]"", ""[[49, 238], [265, 280]]"", ""[[278, 237], [436, 280]]""]"
HlRd9Zy25zo,bohemian rhapsody in theaters november 2,rhapsody theater,"[""[[139, 172], [340, 204]]"", ""[[205, 209], [300, 226]]""]"
HmBIn9De-Yc,2 season zaze aia april 3 fx legio n,season,"[""[[135, 157], [309, 199]]""]"
Hp4z1ztsYBw,hocotah socally testing primark makeup,test,"[""[[5, 170], [170, 226]]""]"
HtNWc1AIU20,uber unix upted rolling with the champion,roll champion,"[""[[241, 199], [417, 243]]"", ""[[241, 245], [460, 289]]""]"
Htu3va7yDMg,the champion carrie underwood featuring ludacris vevo,champion underwood feature,"[""[[68, 105], [414, 169]]"", ""[[192, 190], [421, 232]]"", ""[[176, 237], [302, 265]]""]"
HuJkBDBloa0,vs wm,,[]
Hw2e2XS9Wmc,stritting vevo,,[]
Hxkf1E4Uz9Y,fuller frontal fa,fuller frontal,"[""[[30, 241], [92, 261]]"", ""[[14, 265], [96, 286]]""]"
HyNJ3UrGk_I,the zer fouali theaters in 20 july official trailer,zer theater official trailer,"[""[[138, 56], [212, 94]]"", ""[[51, 102], [108, 117]]"", ""[[65, 272], [244, 304]]"", ""[[255, 272], [415, 302]]""]"
HzILu6yyA20,mgm,,[]
I-GRBHy4TjU,would kanye get his vigg split prisons in,would get split prison,"[""[[12, 98], [154, 141]]"", ""[[10, 184], [80, 222]]"", ""[[98, 222], [207, 266]]"", ""[[55, 264], [222, 305]]""]"
I1uCGgc-Jag,superhers leaguf justete conference press,conference press,"[""[[188, 254], [412, 298]]"", ""[[74, 268], [185, 305]]""]"
I2eSx0sGReM,and jest selfiels situation nicidecesared lsx4z9 lastshadows twitchlivams,jest situation,"[""[[430, 58], [464, 68]]"", ""[[401, 84], [457, 97]]""]"
I5X3vC-XsU0,netelix lost in space,lose space,"[""[[40, 210], [177, 238]]"", ""[[13, 273], [206, 305]]""]"
I5uXtODq74w,in31,,[]
I5vjN78Eroo,late tony awardsa the show stephen musical,late tony show musical,"[""[[376, 209], [446, 234]]"", ""[[36, 230], [119, 255]]"", ""[[388, 232], [470, 257]]"", ""[[120, 257], [256, 284]]""]"
I6N-XuYllgA,fear box,fear box,"[""[[261, 49], [466, 116]]"", ""[[281, 116], [453, 182]]""]"
I8S7ZH4-wIs,exclusive video,exclusive video,"[""[[12, 262], [192, 294]]"", ""[[194, 264], [293, 296]]""]"
I92OeEHWmTc,dt,,[]
IC_lnyn2R2Q,vasem,,[]
IDpWeURKkbI,smtown official,official,"[""[[108, 266], [192, 285]]""]"
IEq4clKnsdA,day for be adinoo usa c mabrelleast 5 inebise getty images,day image,"[""[[64, 76], [107, 104]]"", ""[[92, 301], [130, 312]]""]"
IFE_dep7_zI,withaty this wooe week,week,"[""[[174, 168], [318, 256]]""]"
IHy6iXcj004,what went wrong2 bright pob,bright pob,"[""[[10, 247], [374, 312]]"", ""[[454, 266], [474, 278]]""]"
II-OP6vdMs8,shitty media men,medium men,"[""[[110, 105], [166, 122]]"", ""[[170, 105], [209, 121]]""]"
IKuKZIISPE0,libehind hall curtain the official trailer,hall curtain official trailer,"[""[[366, 77], [477, 121]]"", ""[[275, 145], [473, 236]]"", ""[[218, 278], [346, 304]]"", ""[[350, 278], [468, 304]]""]"
ILDMJavIY-k,state champs not anoor gold mine is,state champ gold mine,"[""[[9, 69], [36, 78]]"", ""[[36, 69], [72, 78]]"", ""[[46, 153], [70, 162]]"", ""[[14, 154], [36, 162]]""]"
ILZ7Oy3gM5U,valenin,,[]
IMQCrDQWcvQ,fortnite conaled paul ninja really dudez,really,"[""[[301, 253], [393, 284]]""]"
INHVfx05Sy8,jimmy kinmel livei,jimmy,"[""[[40, 205], [105, 230]]""]"
IORxFXptCWw,huted uhe vevo,,[]
IOd0HGH6xKI,happy place 0135 alison wonderland trapcity,happy place alison wonderland,"[""[[273, 101], [321, 121]]"", ""[[321, 101], [368, 121]]"", ""[[282, 120], [310, 132]]"", ""[[310, 120], [365, 132]]""]"
IPgdIHV_zMo,trailer hd,trailer,"[""[[30, 198], [204, 233]]""]"
IQYLPEuAClo,the lateshow ja mes corden,,[]
IVRVXYCrr14,odiai cambo,,[]
IVW7-k7pHE4,vlogh33 the upside wnp,upside,"[""[[205, 100], [261, 113]]""]"
IXNrHusLXoM,vevo,,[]
IbVR4kzVQrk,you watch what happens live andy cohen,watch live,"[""[[50, 214], [118, 233]]"", ""[[22, 266], [85, 292]]""]"
Ibp6KqGRVbY,the clout in if,clout,"[""[[112, 174], [366, 222]]""]"
Ic8yK9YLyak,new office design,new office design,"[""[[43, 49], [135, 107]]"", ""[[25, 110], [164, 174]]"", ""[[25, 174], [170, 237]]""]"
IdyXKJ8NcNI,a,,[]
If75XsbYCZw,movie fights,movie fight,"[""[[16, 244], [104, 265]]"", ""[[37, 265], [136, 289]]""]"
Ifpq10K6zhs,cho,cho,"[""[[201, 168], [342, 250]]""]"
Ihci78IBvzY,the mma hour with ariel helwani,hour ariel,"[""[[122, 188], [376, 265]]"", ""[[168, 282], [214, 298]]""]"
Iiukq_ilT0Y,youtube originals bts bts,original,"[""[[77, 56], [152, 85]]""]"
IjKdDRfJGT8,esava topshop haul our boxes of boxes are with made a creavels past,haul box make past,"[""[[298, 175], [485, 286]]"", ""[[89, 221], [126, 247]]"", ""[[153, 239], [187, 261]]"", ""[[154, 253], [184, 272]]""]"
IkV5VpEROW0,versay vogue,vogue,"[""[[12, 256], [176, 308]]""]"
IlkBLwl4aBM,2 e i u,,[]
IpjK885tG2c,keeping upwith the kardashians,keep upwith,"[""[[80, 254], [132, 266]]"", ""[[132, 254], [184, 266]]""]"
IqNQrpSe7UE,2ndsta 2nds dstage jandsta canada,canada,"[""[[29, 286], [97, 300]]""]"
IrmTRb2Ar1I,bbc news,news,"[""[[29, 237], [94, 257]]""]"
Iwz4P8HfGVM,vevo,,[]
J-dv_DcDD_A,vevo,,[]
J1L3nDC4mEk,stone music entertainment,stone music entertainment,"[""[[16, 242], [209, 284]]"", ""[[17, 286], [68, 300]]"", ""[[72, 286], [209, 300]]""]"
J1QKJxYsZMQ,ega wendy,,[]
J2kNt-PHayo,beautus bools spaceing,space,"[""[[212, 242], [362, 301]]""]"
J3ue35ago3Y,event coverage,event coverage,"[""[[73, 273], [156, 297]]"", ""[[157, 273], [296, 297]]""]"
J41qe-TM1DY,smtown official,official,"[""[[108, 268], [193, 285]]""]"
J4DKqWlk8DE,emptiesi,,[]
J75enyWdbBM,teex gx guetta david theemperor,,[]
JAqQ8Myx-1c,hd tunestotube uploaded in a com no 1 tommy tall too eddie t 1999 arse in your on ing fall,tommy tall arse ing fall,"[""[[153, 65], [208, 84]]"", ""[[242, 82], [286, 100]]"", ""[[256, 277], [286, 290]]"", ""[[164, 281], [188, 293]]"", ""[[132, 282], [164, 294]]""]"
JBw1nwYJESc,late show anderson cooper stephen colbert,late show cooper,"[""[[37, 208], [109, 234]]"", ""[[52, 232], [126, 257]]"", ""[[320, 244], [442, 270]]""]"
JD40Q9esDws,justiee leaguf,,[]
JDDP9fY6dmI,less f time,less time,"[""[[352, 35], [488, 316]]"", ""[[16, 248], [181, 301]]""]"
JIr6Bv_JTSw,shopping online,shopping,"[""[[222, 174], [457, 215]]""]"
JJWOLBw7tEY,tic,tic,"[""[[417, 50], [470, 77]]""]"
JK3QFj8mD1o,spfl stocking 23 18,stock,"[""[[219, 152], [249, 164]]""]"
JMhSl6CxF-Y,trum trump trump,trump,"[""[[388, 223], [445, 241]]""]"
JNkTNAknE4I,vevo,,[]
JQbjS0_ZfJ0,vevo,,[]
JRAOdRq-1lw,hostiles hill on the reading bad lip of the empire strikes back a,hostile hill reading bad lip empire strike back,"[""[[7, 244], [209, 280]]"", ""[[384, 245], [478, 278]]"", ""[[114, 277], [197, 294]]"", ""[[41, 278], [82, 294]]"", ""[[84, 278], [112, 294]]"", ""[[265, 278], [332, 293]]"", ""[[333, 278], [406, 294]]"", ""[[409, 278], [458, 294]]""]"
JSXGagNzNLw,howto basic,basic,"[""[[329, 90], [445, 133]]""]"
JSXKDi3gi3g,mr revillz,,[]
JWH5KE1atAg,smtown official,official,"[""[[108, 268], [192, 285]]""]"
J_QGZspO4gg,of a snowman,,[]
Jb3xzXyNh8I,hunt down the freeman,hunt freeman,"[""[[17, 266], [106, 300]]"", ""[[302, 268], [464, 301]]""]"
JcC5VGOx8I8,are reason you the vevo,reason,"[""[[232, 108], [304, 151]]""]"
JeRtUXTQ_aQ,vevo,,[]
JfksIHwO1qw,the w house fox news chan nel,house fox news,"[""[[288, 72], [368, 93]]"", ""[[36, 230], [101, 258]]"", ""[[25, 258], [102, 284]]""]"
JhfACxB_KWs,lookbook parly,parly,"[""[[94, 174], [218, 221]]""]"
JhvwFB-NUbA,news abc,news,"[""[[108, 224], [229, 258]]""]"
Jodbdj52Vc0,shawn mendes the stshow james corden,,[]
JpR_JaVguBk,cantina band,cantina band,"[""[[5, 53], [209, 198]]"", ""[[314, 96], [454, 193]]""]"
JpvC3j9Qxus,mebrelleast monique interview revolt,interview revolt,"[""[[46, 148], [226, 178]]"", ""[[210, 273], [260, 293]]""]"
JqA6TZW9-0w,day 5,day,"[""[[191, 150], [273, 194]]""]"
JtIY1Naxg0M,pnil 25,,[]
JwivtxQEmc8,thejim jefferies pitt brad show,brad show,"[""[[132, 254], [209, 284]]"", ""[[94, 273], [122, 281]]""]"
K0GRBMSCIK4,vort ever notice how cardi bis isq long tongue not unternshowording cg,ever notice long tongue,"[""[[20, 89], [42, 98]]"", ""[[44, 89], [73, 98]]"", ""[[97, 90], [118, 101]]"", ""[[164, 90], [197, 100]]""]"
K5xERXE7pxI,vevo kenorick,,[]
K6xwB8Kkce0,vevo,,[]
KDPG0YEsD5Q,facts 50 po about me from the riverdale set 50 ritercale,fact set,"[""[[61, 77], [122, 96]]"", ""[[60, 166], [97, 185]]""]"
KFHru5tiDng,10773j vulture das r k,vulture,"[""[[341, 161], [465, 201]]""]"
KI9e5T8X4DQ,about,,[]
KIEVOMxKWxc,boundal break,break,"[""[[50, 90], [241, 152]]""]"
KMmXvAncPqk,haul asos,haul,"[""[[248, 157], [386, 205]]""]"
KQRq9FZqNj0,vevo,,[]
KUUjtUP2CrE,vevo,,[]
KUaIX_3W7GA,greatest every,great every,"[""[[112, 50], [469, 112]]"", ""[[212, 112], [418, 165]]""]"
KVw7fdB8gXM,vevo,,[]
KWXvMicCzm0,view dbc,view,"[""[[45, 265], [84, 284]]""]"
KXRYlfjlFLk,you compliment butt may not my you ho call me stur may not or if and yourre stoned drunk even or do junk not expose me to your jimmy ximmet livei,compliment butt may call stone drunk even junk expose jimmy,"[""[[244, 106], [296, 116]]"", ""[[313, 106], [333, 116]]"", ""[[206, 120], [226, 128]]"", ""[[244, 118], [260, 128]]"", ""[[268, 130], [297, 140]]"", ""[[310, 130], [338, 140]]"", ""[[208, 132], [229, 140]]"", ""[[295, 142], [317, 152]]"", ""[[217, 144], [246, 152]]"", ""[[36, 193], [117, 224]]""]"
KZ_eXk5t0r0,philicize illexium up give mine donnt on mako feat,give mine mako feat,"[""[[162, 185], [246, 208]]"", ""[[404, 186], [449, 208]]"", ""[[236, 223], [336, 267]]"", ""[[149, 237], [217, 254]]""]"
Kap77SLzVyI,ad way shop new to lp o,way shop new,"[""[[195, 169], [261, 190]]"", ""[[321, 168], [406, 190]]"", ""[[114, 170], [181, 190]]""]"
Kbj2Zss-5GY,vevo,,[]
Kc6j1IAK19k,hbo paterno teaser trailer,teaser trailer,"[""[[13, 285], [109, 306]]"", ""[[116, 286], [220, 306]]""]"
Kd1xVG6f2No,41,,[]
KfD8nLAeMDQ,best friend teaven from trailer,best friend trailer,"[""[[206, 196], [265, 218]]"", ""[[263, 195], [356, 221]]"", ""[[14, 258], [174, 302]]""]"
KgBWLAKxi-c,half episode 134 in the and bag thor not marvel studios thor ragnarok,half episode bag marvel studio,"[""[[26, 48], [112, 77]]"", ""[[338, 48], [432, 78]]"", ""[[45, 85], [130, 126]]"", ""[[201, 208], [240, 224]]"", ""[[238, 208], [280, 225]]""]"
KisKKE6zIk0,imbreakeast meek mill interview revolt a,meek mill interview revolt,"[""[[21, 119], [107, 149]]"", ""[[115, 119], [189, 149]]"", ""[[17, 153], [188, 182]]"", ""[[241, 243], [279, 265]]""]"
KjHan6D3O3g,vevo,,[]
Kk4gQ3mVI4s,white house washi bleadered whoov,white house,"[""[[148, 43], [238, 61]]"", ""[[250, 44], [345, 62]]""]"
Klfho60budI,late show niecy nash stephen colbert,late show nash,"[""[[374, 208], [445, 234]]"", ""[[388, 230], [464, 257]]"", ""[[196, 242], [284, 269]]""]"
KnQrvQep5Eg,moria rocket z,rocket,"[""[[343, 72], [416, 95]]""]"
KopT-9VSZn4,615 credits match earned this credits increasedi,credit match earn,"[""[[30, 197], [322, 254]]"", ""[[210, 145], [249, 158]]"", ""[[142, 146], [185, 158]]""]"
Kpxn9nl02qg,the lateshow ja mes corden,,[]
KrxDhokzEv4,razer,razer,"[""[[4, 47], [191, 83]]""]"
Ks6I2rtI4ms,official 1thek,official,"[""[[64, 272], [174, 306]]""]"
KtqVezaUhkA,14 driven,driven,"[""[[396, 297], [440, 313]]""]"
KweizHAroUU,marvel future fight lunasnow jan24 2018,marvel future fight,"[""[[221, 65], [246, 74]]"", ""[[199, 74], [266, 89]]"", ""[[200, 89], [266, 110]]""]"
Kx90AspFmEA,what got i for christmas,get,"[""[[34, 178], [131, 221]]""]"
KxywNVLAf5o,netflix trailer i,trailer,"[""[[32, 266], [220, 305]]""]"
KzNK1-mH2Xw,lip sync preview battle,lip sync preview battle,"[""[[10, 245], [61, 276]]"", ""[[60, 245], [150, 276]]"", ""[[169, 261], [304, 294]]"", ""[[25, 276], [137, 305]]""]"
L0xKz5TsYb0,sports vevo,sport,"[""[[40, 173], [138, 204]]""]"
L1TScBDOdwc,whatiwore it,,[]
L424fq8RICQ,seculate,,[]
L4KiF0gHpvU,drugs cands r alltimelow,drug,"[""[[73, 146], [217, 178]]""]"
L6vhib5e4so,taking instagram photos vlog,take photo,"[""[[24, 169], [136, 190]]"", ""[[335, 168], [460, 192]]""]"
L7pElZJaB2w,super bowl spot tv hd,super bowl spot,"[""[[30, 125], [172, 160]]"", ""[[32, 162], [157, 196]]"", ""[[98, 198], [212, 234]]""]"
L8IYPnnsYJw,news abc,news,"[""[[106, 222], [229, 260]]""]"
L99Bi097wak,street high faves,street high,"[""[[144, 165], [310, 193]]"", ""[[9, 166], [118, 193]]""]"
L9FA9U4s3Tg,joshgroban granted,grant,"[""[[174, 150], [309, 188]]""]"
L9hwGZFPSmw,half inthe bag episode 137 star wars last the last jedi review,half bag episode star war last review,"[""[[188, 48], [309, 88]]"", ""[[217, 103], [337, 159]]"", ""[[252, 158], [313, 172]]"", ""[[384, 174], [436, 189]]"", ""[[382, 188], [436, 206]]"", ""[[37, 254], [147, 302]]"", ""[[277, 256], [449, 300]]""]"
LAQRtjvtQRo,snl,,[]
LF-1zy8VII4,live lounge,live lounge,"[""[[58, 164], [102, 188]]"", ""[[100, 163], [171, 191]]""]"
LF32cBrUAy8,goi here we heibarbarga,goi,"[""[[274, 242], [338, 274]]""]"
LFhT6H6pRWg,dc,,[]
LFxjwBfFIiY,dream catcher,dream catcher,"[""[[210, 185], [269, 200]]"", ""[[201, 201], [277, 216]]""]"
LHDHdyB0A5o,f strip 4ffr,strip,"[""[[329, 130], [389, 297]]""]"
LHUKKrcXfJs,churches getout vevo,church,"[""[[202, 62], [276, 76]]""]"
LJjsm6CVsG8,wsha exclusive,exclusive,"[""[[58, 288], [138, 301]]""]"
LMCuKltaY3M,elbow the best of,elbow best,"[""[[204, 60], [276, 81]]"", ""[[233, 84], [254, 93]]""]"
LO0FwPXJbi0,of standing a c of,stand,"[""[[187, 134], [224, 172]]""]"
LPBPma9YJnE,i,,[]
LPTlvQ1Zet0,vevo,,[]
LPsRp7uUXUk,gender wars,gender war,"[""[[49, 103], [426, 170]]"", ""[[102, 174], [369, 236]]""]"
L_SyKf-ETlY,ln our is enough,enough,"[""[[291, 266], [423, 318]]""]"
L_u97PqWX6g,vevo,,[]
LctCTZKdO18,knightfall new drama series december 1079c 6,new drama series,"[""[[174, 264], [205, 277]]"", ""[[209, 264], [256, 277]]"", ""[[258, 264], [300, 277]]""]"
LeWtF5y9-6Q,old movies used shoot to real bullets at people cracked,old movie use shoot real bullet people crack,"[""[[21, 52], [106, 90]]"", ""[[118, 52], [272, 90]]"", ""[[272, 68], [341, 93]]"", ""[[382, 68], [472, 93]]"", ""[[264, 94], [472, 163]]"", ""[[290, 162], [473, 202]]"", ""[[373, 202], [472, 228]]"", ""[[1, 286], [100, 313]]""]"
Lj6Y6JCu-l4,middle the in vevo,middle,"[""[[230, 150], [417, 185]]""]"
LjUXm0Zy_dk,rbw official,official,"[""[[94, 265], [181, 290]]""]"
LtqHnoHMQOY,watch after what happens show live owd andy cohen ht,watch show live owd,"[""[[50, 214], [117, 233]]"", ""[[136, 250], [286, 290]]"", ""[[22, 266], [85, 292]]"", ""[[294, 268], [326, 280]]""]"
Lu7a7zKbJo0,cuap valion,,[]
LxIBv_XS3ls,blide runner 2045,runner,"[""[[220, 94], [453, 137]]""]"
LxoGNkLpgZk,vevo,,[]
M-9A1Ysq9RE,training session wichelseabarca,training session,"[""[[76, 242], [247, 274]]"", ""[[253, 242], [402, 274]]""]"
M-E5wDgptQA,wired,wire,"[""[[8, 266], [172, 301]]""]"
M0X3jVSVzao,vevo,,[]
M1fKcktiPuk,asian doll bhad bhabie rich the kid ybn nahmir big hl,doll rich big,"[""[[82, 66], [110, 78]]"", ""[[260, 66], [285, 78]]"", ""[[81, 145], [178, 204]]""]"
M2zrC1QF7Zo,agmg,,[]
M3mJkSqZbX4,vevo,,[]
M4ZoCHID9GI,vevo,,[]
M4vnmgZLA8s,vevo,,[]
MEYmQlWBeAE,wsha exclusive,exclusive,"[""[[58, 288], [138, 301]]""]"
MFWF9dU5Zc0,oceans 8 trailer official 1st,ocean trailer official,"[""[[174, 204], [422, 268]]"", ""[[375, 270], [462, 302]]"", ""[[252, 272], [344, 302]]""]"
MGYJuETPQEg,psycho hrb poithmontualy sign,sign,"[""[[173, 77], [204, 84]]""]"
MICQb4QW448,todaylfound out bed you rai no hot chillsom triracha said trademarky and meththooph storms,bed hot say storm,"[""[[381, 73], [402, 81]]"", ""[[314, 181], [330, 190]]"", ""[[323, 192], [349, 209]]"", ""[[325, 297], [352, 305]]""]"
MJGkm0UwNRk,netflix teaser,teaser,"[""[[32, 265], [206, 304]]""]"
MKLlDnUqho4,sirah deadbeat skrille,deadbeat,"[""[[179, 163], [305, 193]]""]"
MLFQxVOvan4,under the skin h52 brand russell freedom 8 tyranny with dre jordan peterson,skin brand freedom tyranny jordan,"[""[[141, 61], [181, 74]]"", ""[[261, 134], [346, 153]]"", ""[[61, 169], [218, 197]]"", ""[[266, 169], [425, 196]]"", ""[[190, 213], [284, 232]]""]"
MLywBJCOK6Q,elon musk forgotten s career video games in 8 oadstar 6 8 6,musk forgotten career video game,"[""[[86, 84], [173, 110]]"", ""[[195, 83], [337, 117]]"", ""[[9, 120], [108, 146]]"", ""[[149, 120], [232, 146]]"", ""[[238, 120], [340, 146]]""]"
MMGrzOu1amQ,cappuccino hol,,[]
MMjmdNqIrSU,arcadenedition sakura storymode,,[]
MNcssFQTO9o,twillord9000 do chicken winner ner player 20 ki to,chicken winner player,"[""[[166, 83], [253, 113]]"", ""[[78, 95], [167, 122]]"", ""[[150, 137], [217, 156]]""]"
MPhAEcLaiNs,jyp official,official,"[""[[74, 260], [197, 301]]""]"
MQIvV800Atk,and sony pictures official trailer,picture official trailer,"[""[[357, 184], [442, 196]]"", ""[[22, 246], [160, 286]]"", ""[[168, 246], [296, 286]]""]"
MU29Wqg_BVo,games brazils markets game,game brazil market game,"[""[[253, 47], [411, 90]]"", ""[[21, 206], [113, 234]]"", ""[[186, 236], [444, 298]]"", ""[[21, 237], [177, 298]]""]"
