,0,1
0,[],4L43VVORo5c
1,[],pVvuvegAYlI
2,"['Neutral', 'Angry', 'Happy']",rgyPpsX2B0g
3,"['Angry', 'Sad']",aNpl8EsTR94
4,"['Fear', 'Neutral']",7Fpbkpsx3cM
5,['Happy'],HSezK15Ewdo
6,[],za_7j4vSRyA
7,[],xeCSGweXykQ
8,['Neutral'],FDTKws5WxKw
9,[],pIYFz05yrUY
10,[],p4HrpCPquk4
11,"['Neutral', 'Neutral', 'Fear']",wYeMe6_ISKc
12,[],GKBI_bVFSfs
13,[],_7985zBEM3o
14,[],l3vbvF8bQfI
15,['Neutral'],YR5qurEje5Y
16,"['Neutral', 'Sad']",_zhR6d6LDzM
17,"['Neutral', 'Neutral', 'Neutral', 'Neutral']",uCNXhk4jFXY
18,"['Happy', 'Happy']",FvBcYkY7ZGo
19,['Sad'],2kCbFmjEi6A
20,"['Happy', 'Sad', 'Angry', 'Angry', 'Sad']",qpAo_XvCQaQ
21,['Fear'],G4MTmN7n8Ks
22,['Fear'],87YT_i8Eu5s
23,"['Neutral', 'Angry']",Kpxn9nl02qg
24,"['Angry', 'Sad', 'Happy', 'Happy', 'Happy', 'Happy', 'Fear', 'Angry']",oRSVrtKph_k
25,"['Neutral', 'Sad', 'Happy']",HaI5lLd3RvE
26,[],m-Q0Ng61bT4
27,"['Sad', 'Angry']",QM9xgHibvzM
28,['Sad'],rll790aP60Q
29,"['Happy', 'Angry']",tTlxjhG7SOI
30,['Fear'],NBYL_QwYhjs
31,"['Neutral', 'Sad']",0SLu6i6Rm2g
32,[],idD1C2-ISlo
33,['Angry'],5ER1LOarlgg
34,['Angry'],V2onC1_QOmU
35,['Neutral'],cWy8jWXhdnA
36,"['Angry', 'Happy', 'Sad', 'Happy', 'Sad']",miY8hckQPwc
37,['Neutral'],ia_NWRMgoAA
38,"['Sad', 'Angry', 'Sad', 'Angry', 'Angry', 'Happy', 'Sad', 'Sad', 'Neutral', 'Sad', 'Angry', 'Neutral', 'Sad', 'Fear']",zMLfhTnyPVs
39,[],VhMW87avFIM
40,['Angry'],Kc6j1IAK19k
41,['Sad'],yl2GaxVGUaI
42,"['Neutral', 'Sad']",dPcclBGKAMw
43,"['Neutral', 'Angry', 'Happy', 'Happy']",gImQUUb8cU4
44,"['Angry', 'Sad']",qIXvh9rXWJs
45,[],XTTf2fmh_QM
46,"['Neutral', 'Neutral']",UBh2ydkoDU4
47,[],tOr88uFiOjQ
48,['Neutral'],PmUL6wMpMWw
49,[],WAwRrtH-4Lg
50,"['Sad', 'Happy', 'Angry', 'Neutral']",ZJkc_C5-Cd8
51,[],Y-iFgDK_D5s
52,"['Sad', 'Angry']",IiRmtBZu0pM
53,"['Sad', 'Fear']",DnSO5Uhobvo
54,"['Happy', 'Neutral']",lrWRy9BBp-c
55,"['Neutral', 'Sad']",N1MZRowhMtc
56,[],q260bjSiyq0
57,"['Sad', 'Angry', 'Sad']",bzzk0R14HD4
58,"['Neutral', 'Neutral']",yLdav-8af6g
59,"['Neutral', 'Angry']",34yQnVJDTt8
60,['Happy'],ClM-MORjXQI
61,['Sad'],PHhYqLCsAos
62,"['Sad', 'Sad', 'Neutral', 'Neutral', 'Sad', 'Sad', 'Sad', 'Sad']",T_AyI8I4O3U
63,['Angry'],_f_LqAXzol0
64,['Angry'],Zukh-0csKPc
65,"['Sad', 'Sad', 'Angry', 'Angry', 'Angry', 'Fear', 'Sad']",d4a9KApRUks
66,['Angry'],WrcwcMIYpQg
67,[],NHrwcQQ38bA
68,[],uUCdUCxTjyI
69,"['Neutral', 'Happy']",rR-wWKCe92o
70,[],hYc95vB-nT4
71,['Happy'],PUcS24GuAog
72,['Sad'],FB64ez0kf1c
73,['Sad'],zGN8ghHMaKw
74,"['Fear', 'Happy']",IVzGsh0zRec
75,"['Neutral', 'Sad', 'Neutral', 'Happy', 'Neutral', 'Happy']",41oqd-mogW8
76,"['Sad', 'Sad']",L1TScBDOdwc
77,['Neutral'],I92OeEHWmTc
