video_id,category_id
f_lDdj755PA,24.0
tCXGJQYZ9JA,10.0
MwdYpMS8s28,27.0
7Jz8wZbXuDA,17.0
AHwZBYCwxPY,10.0
3adHok6ytJI,24.0
qTCksOKwTiA,22.0
MowKgO0IeyU,24.0
Ph54wQG8ynk,10.0
2VggEmXPnGw,22.0
8q1NFlE17qs,10.0
UEhsFEgsI5U,1.0
SupFJHdlVGc,26.0
h3EJICKwITw,24.0
TXHB9wL4WFg,10.0
JeRtUXTQ_aQ,10.0
KZ_eXk5t0r0,24.0
CW_UQL2gm7w,24.0
EQwhPkX3fnM,22.0
tIeXSCPBDsY,24.0
8OARiNiJ_w8,10.0
XGd1dq1BatM,10.0
7LNTrcguDaw,24.0
739XDwYBEdI,1.0
QfuOtGLfg04,25.0
kNg_RFDYpTw,26.0
_KBc4B5JFoQ,10.0
w8elLwSfGEM,24.0
G2U_H5dFKH0,24.0
7WbdxpZ6Khc,10.0
eFjFxgHedgM,24.0
CziHrYYSyPc,24.0
TdjAJeUy0zM,28.0
nCWKrEA4FBw,10.0
xuAH21DkJow,10.0
3v0c6smpHSk,1.0
wrvN87l3s08,10.0
au2n7VVGv_c,10.0
Iwz4P8HfGVM,10.0
O8hm2Ml-pA8,10.0
ToY6sjSV8h8,10.0
mwgUesU1pz4,1.0
t9QxlDaI3Y4,23.0
37lXjnflt9M,10.0
sFLTqo2emQ8,10.0
VeDIOvlN2Gg,24.0
JSXGagNzNLw,24.0
Ns7h153aFb0,26.0
iXfHlch1Lso,26.0
5sEaYB4rLFQ,24.0
m7b8hitvfoE,10.0
gx3S73InQ04,17.0
k1xvol1SCx8,10.0
bFbOHqCpeFs,10.0
jMf16G4kZUo,10.0
2UByqalCfnk,10.0
7pLdjf2NSiU,27.0
HPc8QMycGno,10.0
kMRe5A215xs,10.0
NMFnVfsNf5Y,20.0
54BVvP7zvDQ,24.0
fzmM0AB60QQ,24.0
MYnpO03crr8,17.0
gegW-vR_UHo,10.0
RQm0nKoODo4,10.0
NoyaSowvcJw,24.0
NA5vT1LooXk,20.0
YGXiVHTy0JE,10.0
k3uh0MJeypI,23.0
zVVrfqwA5lQ,10.0
2nUW3nIOOOg,10.0
qE-gdNIL8WI,10.0
hLljd8pfiFg,1.0
lTyDsnDq66A,24.0
pmMjkMtpnTc,10.0
XvIpLfV5GKo,10.0
EBYsx1QWF9A,24.0
jVXauWq9Hwg,10.0
fzCct3j-pH8,10.0
Ek3aeUhHaFY,22.0
JVapiOu7Hkc,22.0
sjVqDg32_8s,1.0
jY3lRSmdLQg,10.0
QwievZ1Tx-8,24.0
y0PMqR7IbAQ,10.0
aq-phmpUJ_E,10.0
Ihci78IBvzY,17.0
I2sRc3j7IU0,10.0
P3BMmJtbZUs,22.0
tkhbOc-jZ6c,24.0
gUWDiXBNohY,10.0
T8lWjQRhQXY,10.0
DRfniGCgW0I,15.0
CMzzImAolMc,26.0
bI31WqFDxNs,1.0
Q1JiptOTxno,24.0
RbmtNSxxkzU,20.0
zlAqizx7Lf0,24.0
w3Rd-KZeVp4,17.0
oSumNo-j-oc,24.0
zT7VEhfezn8,24.0
vk9dMICMQwg,25.0
8diVDS4qW6I,10.0
bNW6oR670s4,1.0
EROqrFqHegs,10.0
kX0vO4vlJuU,10.0
DKPCBAlDw2A,10.0
dc89yyOS0Z8,24.0
TSA9VZduuZ4,10.0
gEn3wcpNsg8,24.0
yRTRm9RrVaM,24.0
TvLGiAbgRc4,26.0
BNzc6hG3yN4,10.0
4oYYVrEFWE8,10.0
Eonq7PRPIqY,10.0
zVc-K1kKkVk,10.0
R_O5x0LNksM,24.0
jnQ4V-wajLY,10.0
fGqdIPer-ms,10.0
ZKw1m2yr6Wk,24.0
fAAAZqFmDfA,10.0
0aan7Vtcco0,17.0
ZEkImgh--PE,10.0
PkRo5l8679g,1.0
H4Hb6HcCm_E,22.0
eNbKd0cABD0,17.0
zUofr5WcdSM,17.0
tH2U9_v7q9E,22.0
f55HngFE9YM,10.0
byGeEw9tRh8,10.0
LVPzYHk5VW8,23.0
h4tcNcZ0MdY,24.0
k2p9gsjcfQY,24.0
i3cN9elJWvk,10.0
VaGcPRMY5UM,10.0
HE8SYbMsm0E,10.0
FhwktRDG_aQ,24.0
ki-Afm4arC0,10.0
5TTdcyRi-nw,1.0
PaYvlVR_BEc,10.0
6_DgXvcfhYg,10.0
O02MnrL_wrc,10.0
xCwwxNbtK6Y,24.0
wwVOmTImfLA,24.0
z5WrgDzNIZ0,10.0
M4ZoCHID9GI,10.0
udm5jUA-2bs,1.0
U4fErC9skHE,10.0
yvYeAdcM2Ss,24.0
H95362B0YOg,10.0
KnQrvQep5Eg,17.0
DX5_o-mumvE,10.0
rhGRZ0pedY4,27.0
D04ogdPt4EY,24.0
rp2I4P6bEYA,24.0
weebcQPRGUE,15.0
JwAnH6PLimo,24.0
jYuQzAxBVZU,24.0
fABSffnIhrk,24.0
tYDmvYhQ6wI,10.0
_7z85ipjSwA,10.0
EdRmaKHqYJY,23.0
cJzOUbYrQiY,10.0
9jI-z9QN6g8,10.0
ZHBYGpAlNog,10.0
Bm8rz-llMhE,10.0
2WHcBwq2wHc,17.0
gNTIOZ3jJJo,10.0
4DQ-2tDzJxw,10.0
ffxKSjUwKdU,10.0
Qi7t_g5QObs,24.0
Ks6I2rtI4ms,10.0
FvedKSaHCBQ,24.0
PxJrWCSJfBk,10.0
9PluGinulQM,24.0
1x_5E3gquFo,17.0
aCAhbjLKkt4,24.0
fQjGRb4-IQM,15.0
3TCcDE4fi4Y,10.0
PVbQrvlB_gw,10.0
sxvC647Yi0A,20.0
u9Mv98Gr5pY,24.0
VVoePRCvENk,23.0
TdyllLZeviY,10.0
iWVlOHSmzzo,24.0
BYG1qf3XJNM,23.0
WtE011iVx1Q,10.0
uIzhXFnhURQ,24.0
ZNsvGhLM42c,23.0
RYXGWpH3ZvQ,24.0
vUTI4bPdlgE,10.0
BidS_rcf7UU,10.0
Aeful-nI3ao,24.0
W7oeROkyPgs,22.0
d1D1SJ-KqaQ,10.0
ozbnTScWups,10.0
u_C4onVrr8U,10.0
uRP4nAGMYCY,22.0
p3r_puQXbJA,24.0
fsoyuZDgkxM,10.0
K0GRBMSCIK4,24.0
ObRqWRfC5rA,10.0
x4CF5pruJz4,20.0
r-d5HI-zC3I,10.0
94k6kEVGZzg,24.0
82QbMrg2HoI,23.0
fNVUTgd4pio,10.0
NGMnnrw70lA,24.0
6uGQ_ypTw08,10.0
EYeIEou-5kg,1.0
MTstD7FHcBw,22.0
sn3Ct2_L4OA,10.0
CANm1UMAChY,24.0
v6yg4ImnYwA,24.0
z4dH6hEMuwk,10.0
XYl_Zr8nvBo,10.0
M84oouivF7k,24.0
VDndE432GpU,10.0
Z4b6BPaO944,10.0
Yg83DR3qIPM,1.0
zLDR4HJfheA,20.0
kXIF2FQpgjM,24.0
vbZbnpbVc0w,10.0
OrnpSe4OChM,23.0
NclJj1h_MW4,25.0
20bpjtCbCz0,1.0
U9BwWKXjVaI,10.0
MAc8B58wOoE,23.0
r03V9OEJlgg,10.0
3N3c3ZX6hoM,23.0
ZcCp7488puc,10.0
NukmFF__G-g,10.0
efxiDBygvdg,10.0
34cHO5_LX9g,24.0
e7WSwRVKwBo,24.0
eVmxh5Uft0Y,10.0
CX11yw6YL1w,10.0
RECFTvCXhPk,24.0
l2HlSkv5T-A,24.0
VtZV_rFnI-4,23.0
_lu_Hgw60Ns,25.0
SWcdQ-6TKmI,24.0
PuaBdAwbbZY,24.0
e1YqueG2gtQ,10.0
guRbfQFddfg,24.0
VZsBRynPXHY,23.0
MQIvV800Atk,24.0
EbSOKsFHwU8,10.0
v0xBdIyNijk,17.0
xVArq_Qs9lY,1.0
L8IYPnnsYJw,25.0
tJfDBSWYqU8,1.0
i0p1bmr0EmE,10.0
nsZvmFUXkrI,23.0
DSRSgMp5X1w,10.0
5GHXEGz3PJg,10.0
ao_CJr7-NR4,25.0
7tm6bhXE5mQ,10.0
jdH2Sy-BlNE,10.0
7bFcHyI4dOk,24.0
9S9O2T1B6xE,22.0
p1DAEZNyJ8E,29.0
J-dv_DcDD_A,10.0
JwivtxQEmc8,23.0
urkiePoszu4,24.0
zEf423kYfqk,10.0
VYOjWnS4cMY,10.0
XQmI7hTE4Jw,1.0
qOioqgPyCwE,24.0
ING5Ygbqo_Y,10.0
Pgd_Tgi-pbQ,10.0
Ub3ot5DC_iE,24.0
137EH-5jNLI,23.0
zxwfDlhJIpw,22.0
jy-eDZkhljg,24.0
_wNZbgBPz1Q,1.0
op4B9sNGi0k,10.0
Il-an3K9pjg,10.0
Cyf1eXYE9Bw,24.0
vjI4Alon-3Q,10.0
OAGfx7eB3gA,15.0
WapBwuNtUzQ,24.0
36tggrpRoTI,10.0
iPf_ifCKftc,10.0
Am6NHDbj6XA,24.0
Ibp6KqGRVbY,10.0
p8npDG2ulKQ,10.0
oWw1BcFhk-k,10.0
_XyBa8QsVQU,10.0
xIZYxqqpjJQ,24.0
_j7z_oPTvJM,24.0
Zg165-mZ7x8,10.0
2kpJ4GbVvNc,1.0
icyhX6PjKjM,10.0
9flG5EqRPSc,24.0
l884wKofd54,10.0
tcaw6lzYt1Q,10.0
vjSohj-Iclc,28.0
th2lhZ7VeVk,24.0
f5I79eakR8E,10.0
8XBLuU_4Qgo,25.0
x-R19oA1m8w,10.0
N7HFXgyTya0,23.0
m6lY1GXTu5M,23.0
KUaIX_3W7GA,20.0
PcuRZ3WACBU,24.0
T1-k7VYwsHg,26.0
DdLYSziSXII,10.0
zbGSbZXzvqw,23.0
pFc6I0rgmgY,24.0
8pfXS-SwbTw,24.0
w_Cf-LT0Ajk,10.0
Uk44LId1RIc,24.0
t1v0BgiYgHE,24.0
BYF2tfdD1fA,1.0
HlRd9Zy25zo,24.0
31OMf1H5Rk0,10.0
iWZmdoY1aTE,10.0
9_LIP7qguYw,24.0
T4FAg5A4wQk,10.0
6S9c5nnDd_s,1.0
6YNZlXfW6Ho,10.0
m2i_SLAQPpU,24.0
0XuOkYlUWIs,24.0
SLzq5EZDteA,24.0
y_WoOYybCro,24.0
Yo0RvZZz_ds,10.0
VQhjbCxOxdo,10.0
Ck4xHocysLw,10.0
0NS51Iph2Ms,25.0
pwj_SZHqiSc,24.0
9mQk7Evt6Vs,10.0
RL1e5ZyVUkU,24.0
gsKjJRSmYio,10.0
QW8whgmyTNU,24.0
Vm_CmfA5gRI,10.0
KUUjtUP2CrE,10.0
mQ055hHdxbE,10.0
DkeiKbqa02g,10.0
eZRmP-l3Nz0,24.0
tlILlcCE8Sc,10.0
H3PKipRZKv0,1.0
d72Ru3y4YJA,17.0
1qsRU7C_Gp0,25.0
wswvNZveNHc,24.0
kFMZUxX6K6o,10.0
ggm2Pvj2QHQ,24.0
zCot9TDoA-M,20.0
XiHiW4N7-bo,1.0
FRjOSmc01-M,10.0
PWwvR6cSH4o,20.0
1Aoc-cd9eYs,24.0
LftOOM6qlJ4,22.0
rDl3gAJpm_4,10.0
Ut7e-0X8lds,25.0
GpxCT36DxKg,24.0
6SuMbFuKDf8,10.0
ErKz5mD61q4,10.0
4KtBBzHWmTI,10.0
7C2z4GqqS5E,10.0
Un8b0JDw0Bc,24.0
8JnfIa84TnU,10.0
5w1GdX44DHc,17.0
X1VzzNbfPaM,10.0
BspHjvU11y4,10.0
YynKelHGhNc,10.0
LF-1zy8VII4,10.0
CZkUNPBlJIQ,24.0
G3Sl2vJrmf0,10.0
6wGj89GE6aQ,24.0
j26WyjSo1dE,23.0
GfxNGjfSKRY,10.0
zxjv0lo8bU8,17.0
ZzStPviPY90,24.0
tIWpr3tHzII,24.0
S0NMTuz9Duo,10.0
SKV6h_5XFbk,23.0
mdWcaWBxxcY,24.0
1ce456Nnkt8,10.0
xTlNMmZKwpA,10.0
nah07N01UF0,24.0
-8X32zNup1o,22.0
UUkn-enk2RU,24.0
o6XERmXsP-U,24.0
nhs0fuubs1I,10.0
CE7SkcoyVAI,1.0
gkemkf8vs0Q,17.0
3Q2j5ApzSqs,10.0
4TcIHlJQpEQ,24.0
FjqBekVMwjQ,24.0
UvDJ-ZdHiSg,10.0
bGW2eZGnznk,1.0
cVdnrt6HCh0,17.0
mzB1VGEGcSU,24.0
yNOAs3poxMw,24.0
swqmsRWM4rY,10.0
BgR_HJ7aGDY,22.0
SbrOMrjhyvI,1.0
RtvUoab88UE,22.0
3uGIEY7tdg8,1.0
D_6QmL6rExk,10.0
IZMkv8_w1yI,20.0
H08xgoXkpa8,24.0
7zLzYiw1wdQ,23.0
pcJo0tIWybY,10.0
gf7FV1i7lb8,17.0
igT1QKKm2GE,10.0
2SJ0hgdciNE,10.0
_bQbYmLAZ_k,20.0
Ytzc6ehAvOM,10.0
71Es-8FfATo,10.0
B663R7kgxEA,22.0
fs_eQQZEZRY,27.0
kPEzyLTR-a4,23.0
E5yFcdPAGv0,10.0
35aEjj8C4Cg,24.0
N1HAMUAXzbs,10.0
rP3UngLFou4,20.0
ExJmET8boVw,24.0
SQmOaJciI7Q,1.0
T3zm1_JSPOQ,10.0
IP8k2xkhOdI,10.0
