video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
,,,[]
--SzddVKOnI,beme,beme,"[""[[21, 254], [164, 294]]""]"
--_jF4j66gA,ohnygodohmygon lit it got with voo shane dawson work jhmv,ohnygodohmygon lit get voo shane dawson work jhmv,"[""[[89, 191], [209, 207]]"", ""[[124, 212], [174, 238]]"", ""[[47, 213], [119, 238]]"", ""[[176, 249], [200, 261]]"", ""[[10, 268], [125, 293]]"", ""[[130, 268], [278, 293]]"", ""[[128, 293], [162, 301]]"", ""[[86, 296], [114, 305]]""]"
--eizV2HaS0,wet 8 cool weather continues now march 15 193 2018 to storm 2 precipitation chances temperature departure n wind very wet cool and below above narma average nobr intercomplession precipita outh oplobability maded mhar 1 19 2018 callo 9 mark 19016 19 2018 building weatherready nation a,wet cool weather continue march 193 2018 storm precipitation chance temperature departure wind narma average nobr intercomplession precipita outh oplobability maded mhar callo mark 19016 building weatherready nation,"[""[[69, 194], [88, 204]]"", ""[[286, 196], [308, 205]]"", ""[[207, 5], [294, 23]]"", ""[[297, 4], [401, 26]]"", ""[[131, 30], [197, 50]]"", ""[[257, 30], [289, 52]]"", ""[[146, 321], [176, 333]]"", ""[[204, 68], [261, 86]]"", ""[[26, 73], [80, 82]]"", ""[[81, 73], [120, 82]]"", ""[[338, 73], [393, 85]]"", ""[[393, 73], [437, 84]]"", ""[[384, 148], [427, 178]]"", ""[[285, 209], [314, 217]]"", ""[[48, 218], [81, 228]]"", ""[[20, 248], [41, 256]]"", ""[[243, 280], [402, 318]]"", ""[[9, 294], [74, 317]]"", ""[[70, 294], [102, 316]]"", ""[[98, 294], [182, 314]]"", ""[[244, 297], [281, 318]]"", ""[[290, 297], [321, 318]]"", ""[[9, 313], [46, 334]]"", ""[[57, 313], [88, 334]]"", ""[[85, 313], [122, 332]]"", ""[[67, 339], [124, 357]]"", ""[[137, 340], [237, 356]]"", ""[[237, 341], [281, 354]]""]"
-0kVpJya5us,ireland ylog cravel,ireland ylog cravel,"[""[[20, 66], [316, 120]]"", ""[[215, 125], [280, 185]]"", ""[[160, 142], [222, 170]]""]"
-1wRBPjLgp4,kevin joe keery pollakis keery goo chat show,kevin joe keery pollakis goo chat show,"[""[[60, 254], [122, 273]]"", ""[[153, 258], [182, 276]]"", ""[[179, 276], [205, 288]]"", ""[[74, 270], [145, 282]]"", ""[[154, 278], [176, 286]]"", ""[[49, 280], [85, 292]]"", ""[[86, 280], [128, 292]]""]"
-1zeOMJIEQY,pnu power 106 fm pusha 7 daytona release,pnu power 106 pusha daytona release,"[""[[356, 56], [410, 92]]"", ""[[13, 58], [85, 89]]"", ""[[14, 89], [48, 108]]"", ""[[226, 186], [424, 232]]"", ""[[225, 232], [345, 252]]"", ""[[345, 230], [448, 252]]""]"
-4QhLG8xOsE,hd shemaroo ganga ki saugand,shemaroo ganga saugand,"[""[[401, 60], [465, 77]]"", ""[[4, 160], [144, 234]]"", ""[[0, 221], [189, 312]]""]"
-5RCmu-HuTg,how to academy,academy,"[""[[24, 273], [77, 284]]""]"
-5tkXwu2I9A,hd,,[]
-5uebIQorsg,kitchen nightmares,kitchen nightmare,"[""[[23, 225], [155, 277]]"", ""[[16, 269], [162, 302]]""]"
-6HH1BBDv2Y,sju screen junkies universe,sju screen junky universe,"[""[[13, 241], [117, 289]]"", ""[[12, 290], [44, 305]]"", ""[[42, 292], [77, 305]]"", ""[[76, 292], [117, 305]]""]"
-7er2Tw3ryg,holiday diy bombs bath,holiday diy bomb bath,"[""[[309, 182], [483, 249]]"", ""[[224, 205], [315, 259]]"", ""[[344, 231], [474, 289]]"", ""[[247, 245], [348, 301]]""]"
-8fGvLFkpL8,6 95106 capita he fin,95106 caput fin,"[""[[320, 61], [384, 87]]"", ""[[297, 82], [382, 110]]"", ""[[353, 112], [373, 133]]""]"
-A9rYcBmBFo,review spoiler,review spoiler,"[""[[252, 253], [460, 301]]"", ""[[22, 254], [240, 301]]""]"
-AGEHJQ0SY8,space cakez,space cakez,"[""[[322, 124], [437, 192]]"", ""[[334, 159], [473, 243]]""]"
-BDImdAfodA,vevo,vevo,"[""[[13, 278], [102, 305]]""]"
-CEWJ9TZ5X8,fox news channel,fox news channel,"[""[[36, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[17, 290], [102, 301]]""]"
-C_rvt0SwLE,imagine oragons next to me vevo,imagine oragons next vevo,"[""[[18, 61], [81, 77]]"", ""[[80, 61], [157, 78]]"", ""[[368, 62], [408, 74]]"", ""[[12, 277], [102, 305]]""]"
-D7vK5fPIcg,grit line fall in christina aguilera lfas demi lovato i,grit line fall christina aguilera lfas demi lovato,"[""[[13, 56], [45, 69]]"", ""[[274, 102], [380, 143]]"", ""[[110, 104], [200, 142]]"", ""[[69, 186], [246, 219]]"", ""[[256, 186], [420, 227]]"", ""[[93, 229], [183, 260]]"", ""[[190, 232], [265, 257]]"", ""[[272, 233], [374, 257]]""]"
-DMbXGhc5eA,20d,20d,"[""[[17, 170], [205, 290]]""]"
-DRsfNObKIQ,ision euro contest song lisbonzo1b cyprus live first semifinal,ision euro contest song lisbonzo1b cyprus live first semifinal,"[""[[133, 154], [185, 182]]"", ""[[65, 164], [117, 192]]"", ""[[119, 182], [167, 197]]"", ""[[88, 186], [119, 200]]"", ""[[101, 193], [155, 207]]"", ""[[65, 212], [164, 238]]"", ""[[184, 218], [239, 243]]"", ""[[75, 234], [146, 258]]"", ""[[148, 237], [290, 267]]""]"
-E-ak7tUzew,skate street park,skate street park,"[""[[280, 53], [448, 93]]"", ""[[12, 70], [208, 110]]"", ""[[297, 97], [436, 136]]""]"
-EPki8I8N4M,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
-El8z4uy5Ac,os felizcafe cracked hours after,felizcafe crack hour,"[""[[169, 114], [209, 122]]"", ""[[80, 190], [210, 215]]"", ""[[237, 214], [429, 292]]""]"
-ExRzTHfNRo,lifetime,lifetime,"[""[[21, 245], [105, 262]]""]"
-FFuLazDMSo,10x annual loss 1111x gain,10x annual loss 1111x gain,"[""[[246, 97], [289, 114]]"", ""[[292, 97], [357, 113]]"", ""[[358, 97], [401, 113]]"", ""[[246, 129], [320, 145]]"", ""[[322, 129], [368, 145]]""]"
-FrKuz2nfPY,new,new,"[""[[360, 92], [470, 150]]""]"
-FwAlRAM4W0,this morning wheamonneruth,morning wheamonneruth,"[""[[12, 230], [124, 262]]"", ""[[16, 256], [120, 274]]""]"
-H-XrsVLeMM,internetz japan on garbage2 bullet trainz washroomp,internetz japan garbage2 bullet trainz washroomp,"[""[[0, 50], [220, 94]]"", ""[[233, 59], [302, 85]]"", ""[[341, 214], [480, 246]]"", ""[[6, 232], [132, 269]]"", ""[[8, 266], [132, 305]]"", ""[[224, 266], [476, 313]]""]"
-HvoxZiNQO8,the making beer country of behind with budweiser clydesdales the the scenes,make beer country behind budweiser clydesdale scene,"[""[[92, 153], [190, 181]]"", ""[[229, 153], [307, 181]]"", ""[[310, 153], [440, 181]]"", ""[[16, 186], [81, 208]]"", ""[[261, 186], [356, 208]]"", ""[[356, 185], [466, 210]]"", ""[[115, 190], [181, 207]]""]"
-JAG1bK30Tc,birds the angry movie,bird angry movie,"[""[[193, 173], [380, 283]]"", ""[[15, 217], [202, 314]]"", ""[[242, 239], [363, 300]]""]"
-JovAbxPGW4,minecraft tornado survival fo,minecraft tornado survival,"[""[[8, 49], [258, 93]]"", ""[[13, 91], [130, 117]]"", ""[[134, 93], [250, 115]]""]"
-KlsbREUHEc,victorias secret training plan diet 8,victoria secret training plan diet,"[""[[41, 292], [154, 310]]"", ""[[158, 292], [228, 312]]"", ""[[297, 292], [394, 310]]"", ""[[398, 291], [452, 312]]"", ""[[233, 293], [274, 310]]""]"
-LgzefV_iow,will happy hour acoustic 201,happy hour acoustic 201,"[""[[14, 85], [73, 106]]"", ""[[77, 86], [133, 106]]"", ""[[50, 108], [98, 120]]"", ""[[410, 219], [446, 238]]""]"
-LikU99ut4w,husband went the party my to there were many attractive girls when he returned home bit drunk and went to sleep a loog,husband party many attractive girl return home bit drunk sleep loog,"[""[[70, 96], [180, 124]]"", ""[[345, 96], [424, 124]]"", ""[[178, 142], [248, 169]]"", ""[[253, 142], [390, 169]]"", ""[[26, 189], [97, 217]]"", ""[[220, 189], [338, 216]]"", ""[[345, 189], [416, 216]]"", ""[[49, 236], [88, 262]]"", ""[[91, 235], [173, 262]]"", ""[[342, 232], [421, 267]]"", ""[[425, 240], [454, 264]]""]"
-MAtdEpAZPA,thr news,thr news,"[""[[14, 246], [70, 266]]"", ""[[14, 269], [69, 297]]""]"
-NEnDpcHkhY,navigate tion the poli politics dis ate ie of the the of navigate politics the tion politics navigate jon olitics of the dis poli ption disrup,navigate tion poli politics dis ate jon olitics ption disrup,"[""[[361, 186], [472, 221]]"", ""[[0, 188], [45, 212]]"", ""[[430, 228], [477, 254]]"", ""[[101, 186], [189, 212]]"", ""[[108, 228], [145, 252]]"", ""[[337, 110], [377, 132]]"", ""[[312, 189], [357, 212]]"", ""[[0, 225], [69, 252]]"", ""[[-2, 263], [73, 300]]"", ""[[397, 269], [481, 301]]""]"
-NSWiGaaJKE,build,build,"[""[[30, 245], [120, 281]]""]"
-OciTMZGidE,elect da ermol county the opposition with jordan klepper,elect ermol county opposition jordan klepper,"[""[[437, 161], [466, 172]]"", ""[[407, 170], [479, 190]]"", ""[[418, 196], [476, 210]]"", ""[[178, 236], [364, 262]]"", ""[[197, 266], [321, 293]]"", ""[[330, 265], [457, 295]]""]"
-Op3ZLs3drs,gainst the curren almost forg ot,gainst curren almost forg,"[""[[166, 272], [224, 282]]"", ""[[269, 272], [330, 282]]"", ""[[162, 282], [217, 292]]"", ""[[224, 282], [261, 293]]""]"
-QpoQYMrAKk,antionally isis the start,antionally isi start,"[""[[354, 72], [409, 93]]"", ""[[184, 160], [290, 198]]"", ""[[226, 231], [307, 253]]""]"
-RxFgJkA2ko,who is the secret alienz,secret alienz,"[""[[8, 264], [221, 310]]"", ""[[230, 264], [416, 309]]""]"
-T1oT9UoYCs,what want you bellyet the weeknd r88,want bellyet weeknd r88,"[""[[280, 137], [385, 188]]"", ""[[154, 198], [226, 222]]"", ""[[261, 198], [325, 221]]"", ""[[97, 266], [129, 286]]""]"
-T7ZXx9mnFo,et canada,canada,"[""[[30, 286], [97, 300]]""]"
-TEO_X7Udsk,i i i 9 2,,[]
-TN6Jf57g1I,wet well diesel starboard engine mount generator bays moon pool diesel bays port engine mount generator drop keels,wet well diesel starboard engine mount generator bay moon pool port drop keel,"[""[[144, 56], [178, 73]]"", ""[[178, 56], [216, 74]]"", ""[[69, 204], [116, 221]]"", ""[[30, 100], [102, 117]]"", ""[[340, 204], [389, 221]]"", ""[[390, 203], [439, 221]]"", ""[[115, 204], [185, 222]]"", ""[[186, 203], [224, 222]]"", ""[[122, 160], [164, 176]]"", ""[[162, 159], [199, 178]]"", ""[[308, 204], [340, 220]]"", ""[[145, 254], [183, 271]]"", ""[[184, 254], [224, 269]]""]"
-TTcd1xkC4A,total bellas,total bellas,"[""[[104, 226], [202, 250]]"", ""[[17, 241], [245, 305]]""]"
-TdY4R8hSRA,painting with coffee,painting coffee,"[""[[37, 70], [222, 170]]"", ""[[46, 182], [227, 270]]""]"
-U3mkIlHSYs,x auburn espn 8 college football,auburn espn college football,"[""[[298, 213], [335, 225]]"", ""[[45, 217], [86, 229]]"", ""[[24, 257], [109, 278]]"", ""[[33, 276], [97, 292]]""]"
-UHnyE55wUM,and under moving trainill a,move trainill,"[""[[161, 43], [258, 79]]"", ""[[261, 48], [341, 73]]""]"
-Ul3Mjk2YYU,late show full uncut interview stephen colbert,late show full uncut interview stephen colbert,"[""[[374, 207], [445, 235]]"", ""[[388, 232], [465, 257]]"", ""[[17, 242], [88, 268]]"", ""[[92, 242], [189, 268]]"", ""[[194, 242], [354, 268]]"", ""[[363, 252], [453, 278]]"", ""[[372, 272], [459, 303]]""]"
-ViyjCYsy1w,tho fill ug uku uc or bbc news,tho fill uku bbc news,"[""[[440, 69], [458, 86]]"", ""[[437, 88], [456, 102]]"", ""[[438, 124], [461, 137]]"", ""[[34, 192], [88, 210]]"", ""[[29, 212], [94, 232]]""]"
-W2LttLTeZQ,rescuing rogue season 1 episodes 13 93 wa2s films,rescue rogue season episode wa2s film,"[""[[9, 53], [127, 75]]"", ""[[10, 78], [94, 100]]"", ""[[9, 109], [82, 126]]"", ""[[9, 129], [68, 141]]"", ""[[21, 255], [86, 274]]"", ""[[20, 276], [86, 296]]""]"
-WvX5Bj9liE,merry christmas,merry christmas,"[""[[324, 96], [373, 120]]"", ""[[369, 94], [450, 121]]""]"
-Y90H5ntmQI,wrong with everything the shape of water,wrong everything shape water,"[""[[234, 173], [327, 215]]"", ""[[87, 173], [232, 217]]"", ""[[101, 210], [268, 293]]"", ""[[326, 216], [477, 276]]""]"
-YIE2MEa7P0,tower demolition spark,tower demolition spark,"[""[[62, 50], [229, 82]]"", ""[[0, 90], [289, 124]]"", ""[[11, 249], [193, 304]]""]"
-ZJtbv83omM,pepto bismol gmm youlube originals,pepto bismol gmm youlube original,"[""[[17, 61], [206, 102]]"", ""[[17, 109], [210, 151]]"", ""[[10, 268], [109, 305]]"", ""[[128, 276], [193, 301]]"", ""[[190, 276], [261, 304]]""]"
-ZdDPPqCL4Q,factionill new for honor,factionill new honor,"[""[[109, 48], [344, 108]]"", ""[[4, 49], [105, 107]]"", ""[[8, 285], [130, 310]]""]"
-aB_3ix3IkM,canon legends 8 history n metanerdz,canon legend history metanerdz,"[""[[3, 79], [108, 116]]"", ""[[30, 127], [169, 166]]"", ""[[75, 173], [194, 213]]"", ""[[1, 301], [69, 313]]""]"
-bx0e_kHaA4,ulta acaul byeauty all things bal allhone,ulta acaul byeauty thing bal allhone,"[""[[-1, 120], [136, 185]]"", ""[[154, 161], [332, 297]]"", ""[[34, 179], [147, 202]]"", ""[[77, 226], [113, 238]]"", ""[[116, 229], [133, 240]]"", ""[[62, 238], [125, 251]]""]"
-cWr3J-dCoY,top to,top,"[""[[12, 236], [85, 283]]""]"
-ceGIszLBoc,the,,[]
-dADdmUl8qE,boy know ft goldiet,boy know goldiet,"[""[[190, 113], [301, 154]]"", ""[[148, 152], [340, 226]]"", ""[[244, 224], [318, 241]]""]"
-dzypu8MoJ0,fifr 28,fifr,"[""[[296, 124], [398, 169]]""]"
-f7GdNSh2Sc,of 10x or scode chant,10x scode chant,"[""[[144, 252], [173, 268]]"", ""[[24, 264], [69, 278]]"", ""[[329, 262], [480, 316]]""]"
-fzeQQxLHkw,vintage snl,vintage snl,"[""[[105, 221], [260, 304]]"", ""[[12, 224], [106, 304]]""]"
-gt1BZUCqsA,not do week 14 highlights,week highlight,"[""[[12, 144], [125, 178]]"", ""[[6, 181], [174, 210]]""]"
-i3eCXudjc8,pjefn oren present revolt rinx a xx 9 champ fullinterview fabolous 8 jadakiss,pjefn oren present revolt rinx champ fullinterview fabolous jadakiss,"[""[[362, 58], [397, 68]]"", ""[[320, 57], [363, 82]]"", ""[[394, 58], [439, 87]]"", ""[[24, 69], [117, 93]]"", ""[[348, 65], [429, 100]]"", ""[[322, 185], [416, 219]]"", ""[[22, 194], [189, 213]]"", ""[[24, 218], [289, 258]]"", ""[[20, 258], [257, 298]]""]"
-iZGh91-v7Y,buble christmas silent night,buble christmas silent night,"[""[[224, 134], [360, 182]]"", ""[[332, 180], [429, 198]]"", ""[[286, 205], [328, 225]]"", ""[[326, 205], [365, 226]]""]"
-j-S-Ygn-zE,pineapple skies,pineapple sky,"[""[[40, 157], [294, 200]]"", ""[[306, 158], [440, 198]]""]"
-jMoNw9Wirg,diy will galaxy sasm house,diy galaxy sasm house,"[""[[13, 86], [190, 168]]"", ""[[17, 169], [306, 225]]"", ""[[369, 225], [420, 240]]"", ""[[17, 224], [265, 284]]""]"
-jhyP7TaOGk,meid blackmailed she,meid blackmail,"[""[[312, 252], [382, 294]]"", ""[[90, 253], [310, 302]]""]"
-jt6ZC1Ji3k,onggi,onggi,"[""[[35, 91], [165, 143]]""]"
-kIFxkoFlkQ,fox news channel,fox news channel,"[""[[40, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[17, 290], [102, 301]]""]"
-l6wrTvMcbY,vevo,vevo,"[""[[12, 277], [104, 306]]""]"
-ldRVlQUWUI,zixl iphonex pixel,zixl iphonex pixel,"[""[[366, 259], [461, 306]]"", ""[[17, 260], [204, 310]]"", ""[[264, 265], [360, 305]]""]"
-ln9klWEiPA,kyle kuzma player hater of the year sauce awards2016,kyle kuzma player hater year sauce awards2016,"[""[[32, 276], [67, 296]]"", ""[[65, 277], [113, 296]]"", ""[[17, 296], [48, 304]]"", ""[[48, 296], [76, 304]]"", ""[[105, 296], [128, 304]]"", ""[[38, 305], [62, 312]]"", ""[[61, 305], [106, 312]]""]"
-mrJkEwAmVA,get,get,"[""[[34, 73], [54, 109]]""]"
-nYpZHycW7M,school the opposition with jordan klepper,school opposition jordan klepper,"[""[[351, 134], [418, 166]]"", ""[[178, 236], [364, 262]]"", ""[[196, 268], [321, 294]]"", ""[[329, 268], [458, 294]]""]"
-ocql0O5SAU,this aload of get asshole,aload get asshole,"[""[[260, 107], [313, 124]]"", ""[[233, 110], [261, 124]]"", ""[[233, 120], [373, 153]]""]"
-pK3lQYxt0g,aoheac npocybahma aohbaci ha tch any nepea amephkancenon acretall aonsac somodmen dismitom sammahoth chapmathor wo ykpathul vcapy 30hy,aoheac npocybahma aohbaci tch nepea amephkancenon acretall aonsac somodmen dismitom sammahoth chapmathor ykpathul vcapy 30hy,"[""[[412, 250], [442, 262]]"", ""[[69, 264], [154, 280]]"", ""[[176, 264], [233, 281]]"", ""[[41, 268], [66, 281]]"", ""[[72, 282], [94, 292]]"", ""[[126, 282], [184, 292]]"", ""[[182, 282], [218, 292]]"", ""[[230, 282], [260, 292]]"", ""[[260, 282], [296, 290]]"", ""[[94, 284], [125, 292]]"", ""[[165, 292], [204, 301]]"", ""[[72, 293], [118, 301]]"", ""[[132, 293], [166, 301]]"", ""[[205, 293], [225, 301]]"", ""[[226, 293], [245, 301]]""]"
-pj4ClWyF7E,giveaways parachworld civen showma show youtube originals,giveaway parachworld civen showma show youtube original,"[""[[400, 73], [469, 96]]"", ""[[-1, 73], [86, 95]]"", ""[[401, 144], [442, 161]]"", ""[[19, 230], [83, 268]]"", ""[[21, 265], [80, 280]]"", ""[[6, 286], [56, 304]]"", ""[[54, 286], [109, 308]]""]"
-qjZInog-Is,fox news channel,fox news channel,"[""[[41, 230], [101, 258]]"", ""[[25, 258], [102, 284]]"", ""[[17, 290], [102, 301]]""]"
-qqPKKOU-yY,standup tirr note maths phere dzzr sin to to 2ir costo circle,standup tirr note math phere dzzr sin 2ir costo circle,"[""[[402, 48], [477, 73]]"", ""[[337, 53], [398, 80]]"", ""[[195, 68], [234, 90]]"", ""[[420, 69], [477, 96]]"", ""[[13, 70], [60, 97]]"", ""[[244, 122], [279, 139]]"", ""[[280, 126], [298, 142]]"", ""[[266, 146], [284, 164]]"", ""[[284, 150], [312, 164]]"", ""[[75, 183], [131, 200]]""]"
-qxVhujiaCE,brother buys my the outfits i contral ban a s,brother buy outfit contral ban,"[""[[112, 62], [322, 102]]"", ""[[162, 101], [207, 126]]"", ""[[133, 124], [302, 164]]"", ""[[265, 197], [306, 238]]"", ""[[305, 205], [333, 226]]""]"
-r9bIiUKIXA,i wshh exclusive,wshh exclusive,"[""[[12, 288], [56, 301]]"", ""[[58, 288], [138, 301]]""]"
-rZbIB1FnL8,naps cheef nov 18 2017,nap cheef nov 2017,"[""[[149, 224], [254, 283]]"", ""[[167, 267], [245, 301]]"", ""[[21, 281], [56, 294]]"", ""[[81, 282], [114, 294]]""]"
-sirmGcKme4,jyp official,jyp official,"[""[[14, 252], [68, 304]]"", ""[[74, 260], [197, 300]]""]"
-t6j0S24DIw,mebreakeast princess love ray 8,mebreakeast princess love ray,"[""[[53, 58], [218, 105]]"", ""[[176, 285], [342, 316]]"", ""[[349, 285], [437, 316]]"", ""[[33, 286], [100, 314]]""]"
-tj27TdsLEs,smokin,smokin,"[""[[178, 96], [209, 108]]""]"
-tjbWb16M-k,siriusxma ays emair niverse u radio satellite swa jays nive a a 5 shade 45 ws only on shemar moore to,siriusxma ays emair niverse radio satellite swa jay nive shade shemar moore,"[""[[-1, 41], [162, 80]]"", ""[[274, 44], [322, 70]]"", ""[[343, 44], [440, 70]]"", ""[[366, 63], [425, 76]]"", ""[[84, 76], [127, 91]]"", ""[[15, 78], [81, 93]]"", ""[[404, 112], [480, 149]]"", ""[[295, 115], [377, 151]]"", ""[[433, 144], [472, 156]]"", ""[[0, 174], [116, 209]]"", ""[[0, 245], [136, 286]]"", ""[[144, 246], [254, 286]]""]"
-tn2S3kJlyU,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
-tqKJE4v-nE,foodwishes chocolate bark,foodwishes chocolate bark,"[""[[1, 46], [301, 81]]"", ""[[5, 284], [180, 308]]"", ""[[187, 284], [267, 308]]""]"
-ukWuWPyRLo,contacts your are a messi insemmentated micronce in,contact messi insemmentated micronce,"[""[[260, 89], [393, 110]]"", ""[[236, 120], [459, 190]]"", ""[[270, 233], [311, 249]]"", ""[[301, 246], [327, 258]]""]"
-vZgH8fbELM,closeup with thr,closeup thr,"[""[[-2, 191], [173, 277]]"", ""[[93, 273], [216, 312]]""]"
-vuDnPVXFbY,hooked,hooked,"[""[[-1, 193], [459, 314]]""]"
-w-JV8GtFV0,diet,diet,"[""[[374, 252], [458, 312]]""]"
-wd9sIDz46k,yaaas greatest showman interview the greatest ever,yaaas great showman interview ever,"[""[[425, 43], [481, 77]]"", ""[[78, 278], [220, 307]]"", ""[[164, 96], [292, 124]]"", ""[[225, 277], [382, 306]]"", ""[[386, 278], [460, 305]]""]"
-yEQg0TcTf4,works but ltt,work ltt,"[""[[197, 51], [359, 112]]"", ""[[153, 57], [192, 104]]""]"
-zCakk8qTYQ,firepower julsent vevo,firepower julsent vevo,"[""[[137, 52], [227, 106]]"", ""[[273, 51], [369, 111]]"", ""[[12, 278], [102, 305]]""]"
-z_JxXgdbAE,voiceover whatzy say,voiceover whatzy say,"[""[[14, 210], [286, 252]]"", ""[[118, 262], [302, 305]]"", ""[[13, 264], [101, 304]]""]"
0-CYcrmGBZU,to forget remind me kygo miguel ft tropical house,forget remind kygo miguel tropical house,"[""[[303, 126], [435, 179]]"", ""[[54, 128], [185, 178]]"", ""[[166, 182], [218, 210]]"", ""[[252, 182], [320, 210]]"", ""[[57, 264], [121, 286]]"", ""[[122, 264], [168, 286]]""]"
01Lia5fZqiM,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
01alV9ZDf7M,spoiler talk,spoiler talk,"[""[[39, 257], [276, 310]]"", ""[[292, 260], [442, 308]]""]"
02ROLOZH-x4,vevo,vevo,"[""[[8, 278], [101, 306]]""]"
02S8t0F1inc,snl,snl,"[""[[10, 222], [106, 302]]""]"
03UG0RDkT18,megyn kelly today,megyn kelly today,"[""[[102, 219], [187, 249]]"", ""[[100, 245], [162, 273]]"", ""[[101, 270], [190, 294]]""]"
03_EDK9Sn_E,singredient,singredient,"[""[[50, 167], [430, 214]]""]"
04sVcamCqQU,eath msnbc,eath msnbc,"[""[[444, 206], [468, 225]]"", ""[[77, 256], [244, 297]]""]"
05jOGEmriqo,insider,insider,"[""[[336, 70], [450, 90]]""]"
05tyrZonnmw,honest trailers,honest trailer,"[""[[278, 134], [472, 184]]"", ""[[287, 183], [457, 219]]""]"
06RAcT0JpcY,hiciste mi duela corazon que heart ache you made my lyri cal lemonate,hiciste duela corazon que heart ache make lyri cal lemonate,"[""[[126, 162], [182, 178]]"", ""[[308, 162], [352, 178]]"", ""[[241, 163], [305, 179]]"", ""[[185, 165], [216, 178]]"", ""[[252, 181], [292, 197]]"", ""[[294, 180], [331, 197]]"", ""[[181, 182], [224, 197]]"", ""[[16, 219], [56, 241]]"", ""[[18, 234], [56, 258]]"", ""[[16, 254], [57, 275]]""]"
06gdFiY7XFM,msnbc,msnbc,"[""[[76, 252], [244, 299]]""]"
07uIleJYl40,stir fry all,stir fry,"[""[[46, 150], [240, 201]]"", ""[[284, 150], [441, 202]]""]"
08R1bJD1_fk,riverdale vs,riverdale,"[""[[156, 53], [302, 84]]""]"
09BYdM0xvo8,the is sky now grey but honestly it doesn hurt t me find learned i to my way the path of returning on no,sky grey honestly hurt find learn way path return,"[""[[222, 136], [258, 157]]"", ""[[298, 138], [349, 157]]"", ""[[110, 158], [204, 181]]"", ""[[332, 158], [378, 178]]"", ""[[250, 181], [297, 202]]"", ""[[129, 182], [209, 202]]"", ""[[336, 184], [377, 206]]"", ""[[165, 205], [217, 230]]"", ""[[288, 204], [392, 229]]""]"
09bx8sTGrUU,faceboo fitbit google,faceboo fitbit google,"[""[[81, 183], [145, 218]]"", ""[[165, 211], [225, 248]]"", ""[[326, 247], [434, 314]]""]"
09lXNRbzBwQ,and,,[]
0AWlrwI6rEo,s89 wtf highlight,s89 wtf highlight,"[""[[-2, 148], [130, 239]]"", ""[[345, 222], [467, 311]]"", ""[[4, 239], [293, 305]]""]"
0B-XjjdNEkw,when contestants sing judges songs and,contestant sing judge song,"[""[[240, 136], [470, 178]]"", ""[[252, 185], [328, 224]]"", ""[[332, 185], [450, 224]]"", ""[[280, 229], [402, 272]]""]"
0B5L3lOetE4,the tim mcgraw tonight show faith hill e j1 mmy fallon,tim mcgraw tonight show faith hill mmy fallon,"[""[[177, 216], [237, 248]]"", ""[[242, 216], [405, 248]]"", ""[[21, 225], [112, 245]]"", ""[[21, 241], [86, 261]]"", ""[[228, 246], [324, 281]]"", ""[[329, 246], [400, 278]]"", ""[[62, 258], [112, 278]]"", ""[[33, 276], [106, 294]]""]"
0BWEiN0jpCI,explained in hindi of water the shape,explain hindi water shape,"[""[[22, 49], [184, 88]]"", ""[[25, 161], [174, 202]]"", ""[[293, 236], [417, 284]]"", ""[[118, 237], [236, 282]]""]"
0B_Lu-Im408,fifa worldcup russia 2018,fifa worldcup russia 2018,"[""[[197, 221], [221, 232]]"", ""[[220, 221], [281, 232]]"", ""[[166, 234], [256, 254]]"", ""[[257, 234], [313, 254]]""]"
0BbdTnJ78Bc,be usso hard to something youre when not,usso hard something youre,"[""[[336, 249], [362, 257]]"", ""[[364, 249], [384, 257]]"", ""[[408, 249], [453, 258]]"", ""[[401, 257], [433, 268]]""]"
0C23p96MI88,snl,snl,"[""[[10, 224], [109, 302]]""]"
0CCg-2V_bFE,wood renfroe offr lad 6 sd o 10,wood renfroe offr lad,"[""[[410, 222], [432, 230]]"", ""[[410, 232], [444, 240]]"", ""[[456, 232], [478, 240]]"", ""[[408, 248], [430, 260]]""]"
0EkTMTOtK_M,one cyrvs bit noah myway vevo gillblu remixi,one cyrvs bit noah myway vevo gillblu remixi,"[""[[16, 58], [82, 85]]"", ""[[368, 58], [469, 85]]"", ""[[92, 60], [140, 84]]"", ""[[272, 59], [362, 85]]"", ""[[180, 258], [300, 285]]"", ""[[12, 277], [102, 305]]"", ""[[180, 285], [243, 305]]"", ""[[242, 288], [298, 304]]""]"
0F0dHM0LES0,dennis rodman the dpp osition sition singapore goes to commoy manas klepper druan,dennis rodman dpp osition sition singapore commoy manas klepper druan,"[""[[97, 253], [165, 271]]"", ""[[168, 253], [246, 272]]"", ""[[30, 256], [52, 268]]"", ""[[51, 256], [91, 268]]"", ""[[286, 264], [356, 287]]"", ""[[175, 271], [278, 292]]"", ""[[16, 280], [41, 285]]"", ""[[57, 280], [82, 285]]"", ""[[312, 285], [354, 297]]"", ""[[278, 288], [310, 298]]""]"
