video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
UEeDWgzNn6Q,marvel ovenders infin to war review angry,marvel ovenders infin war review angry,"[""[[212, 46], [248, 61]]"", ""[[114, 57], [366, 125]]"", ""[[141, 126], [224, 142]]"", ""[[285, 126], [346, 145]]"", ""[[258, 248], [412, 308]]"", ""[[82, 249], [232, 312]]""]"
UFXlaeSF7IY,mm,,[]
UGDXw5qAYrM,the tonight cord tish ez show jimmy fallon,tonight cord tish show jimmy fallon,"[""[[21, 225], [112, 245]]"", ""[[142, 233], [287, 281]]"", ""[[347, 233], [453, 281]]"", ""[[21, 241], [86, 261]]"", ""[[46, 258], [111, 278]]"", ""[[33, 274], [108, 294]]""]"
UGLRP2DeMTQ,msnbc,msnbc,"[""[[77, 255], [242, 297]]""]"
UGdif-dwu-8,as the crow flies full snowboarding movie 4k in,crow fly full snowboard movie,"[""[[16, 201], [134, 229]]"", ""[[17, 234], [135, 261]]"", ""[[14, 272], [76, 298]]"", ""[[77, 272], [306, 297]]"", ""[[312, 273], [400, 297]]""]"
UHJj2dk77-g,reaction live,reaction live,"[""[[128, 264], [354, 300]]"", ""[[13, 265], [113, 298]]""]"
UI5FJ-ZpznA,videos of 2017,video 2017,"[""[[216, 66], [453, 129]]"", ""[[254, 209], [413, 276]]""]"
UIHIWhIc5YY,abes parentsh you missed things for all,abes parentsh miss thing,"[""[[257, 128], [441, 176]]"", ""[[218, 193], [473, 233]]"", ""[[183, 269], [257, 309]]"", ""[[53, 274], [127, 304]]""]"
UIWJjXhhc2w,black anysord peas eyed ent ring alarm the pt i pt 2 pt33,black anysord pea eyed ent ring alarm pt33,"[""[[208, 18], [269, 37]]"", ""[[80, 21], [134, 53]]"", ""[[237, 33], [288, 49]]"", ""[[186, 34], [237, 49]]"", ""[[121, 44], [132, 52]]"", ""[[113, 305], [195, 332]]"", ""[[266, 305], [372, 333]]"", ""[[258, 334], [289, 348]]""]"
UIZgzbtg5j8,i casio coos i slabble,casio coo slabble,"[""[[308, 92], [339, 102]]"", ""[[347, 117], [391, 147]]"", ""[[137, 229], [172, 256]]""]"
ULIFcFfEF7o,top to,top,"[""[[12, 234], [89, 282]]""]"
UO3AfzrOKIU,lineup 50 40 40 match the baby to the parent,lineup match baby parent,"[""[[133, 180], [364, 253]]"", ""[[97, 272], [161, 289]]"", ""[[200, 272], [246, 288]]"", ""[[313, 272], [381, 288]]""]"
UOfgkkHEcfU,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
UP4wkTkG4g8,whats my in chuged showerz,whats chug showerz,"[""[[21, 69], [143, 121]]"", ""[[68, 142], [111, 159]]"", ""[[38, 149], [208, 196]]""]"
UPY9YsJiuSE,mnet net m,mnet net,"[""[[408, 62], [460, 78]]"", ""[[80, 273], [132, 304]]""]"
URDyX3Q55c4,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
URW8-b-n4_0,indayou,indayou,"[""[[127, 126], [406, 192]]""]"
URxMyLc4Xw8,pia mic the giftz vevo,pia mic giftz vevo,"[""[[30, 133], [174, 204]]"", ""[[211, 132], [372, 208]]"", ""[[188, 218], [325, 245]]"", ""[[12, 277], [102, 305]]""]"
US4ltbPIEY8,when meets chopin jazz major nocturned iefflat,meet chopin jazz major nocturned iefflat,"[""[[212, 98], [321, 141]]"", ""[[325, 98], [446, 142]]"", ""[[129, 100], [208, 141]]"", ""[[180, 149], [256, 181]]"", ""[[257, 149], [384, 181]]"", ""[[90, 150], [175, 180]]""]"
USfZzr23Ql4,picking your workflow,pick workflow,"[""[[27, 133], [155, 184]]"", ""[[30, 188], [190, 221]]""]"
USfge3O5roY,sotal bellas,sotal bellas,"[""[[70, 257], [125, 270]]"", ""[[22, 266], [149, 302]]""]"
UU4lC_e-FKE,cyanide happiness 8 compilations,cyanide happiness compilation,"[""[[2, 203], [96, 234]]"", ""[[24, 221], [142, 252]]"", ""[[6, 247], [233, 292]]""]"
UV9BmH0tuH4,his,,[]
UVPmikpnmEQ,today,today,"[""[[20, 276], [133, 302]]""]"
UVTYDrCLD1U,whispers lost vevo,whisper lose vevo,"[""[[229, 173], [274, 181]]"", ""[[205, 174], [226, 180]]"", ""[[12, 278], [102, 305]]""]"
UVdCV4-67Yo,azkaban prison exportingly,azkaban prison exportingly,"[""[[97, 189], [162, 204]]"", ""[[161, 190], [210, 205]]"", ""[[150, 241], [198, 249]]""]"
UVdtkZ48LpE,day opening weekend three tar boon solo s155 s247 s220 s83 iestimatedi gin millionsi,day opening weekend three tar boon solo s155 s247 s220 s83 iestimatedi gin millionsi,"[""[[125, 57], [185, 81]]"", ""[[193, 57], [313, 81]]"", ""[[320, 57], [450, 81]]"", ""[[28, 58], [117, 81]]"", ""[[289, 181], [316, 190]]"", ""[[146, 190], [170, 196]]"", ""[[398, 192], [439, 210]]"", ""[[122, 230], [176, 256]]"", ""[[5, 232], [64, 256]]"", ""[[249, 232], [310, 257]]"", ""[[370, 233], [416, 257]]"", ""[[358, 257], [434, 270]]"", ""[[172, 278], [201, 297]]"", ""[[206, 278], [305, 297]]""]"
UVlQkET5Suo,m king combs,king comb,"[""[[58, 236], [198, 280]]"", ""[[220, 237], [424, 280]]""]"
UVxE_MM94tA,late stephow summit summarized colbert,late stephow summit summarize colbert,"[""[[374, 208], [445, 234]]"", ""[[361, 230], [470, 280]]"", ""[[14, 241], [141, 268]]"", ""[[149, 241], [356, 268]]"", ""[[377, 276], [458, 300]]""]"
UW_xEqCWrm0,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
UX5mhrxTie8,jimmy kimmel livei,jimmy kimmel livei,"[""[[40, 206], [105, 230]]"", ""[[11, 207], [179, 301]]"", ""[[109, 269], [166, 289]]""]"
UYi_rUZJOJY,bike electric 90 kmyh topspeed 4 wheelies,bike electric kmyh topspeed wheelies,"[""[[190, 46], [285, 89]]"", ""[[5, 48], [189, 89]]"", ""[[84, 188], [180, 228]]"", ""[[21, 265], [147, 292]]"", ""[[177, 266], [277, 292]]""]"
UYo6qNgbZaY,kyle rodeo neter,kyle rodeo neter,"[""[[301, 84], [396, 101]]"", ""[[306, 133], [390, 148]]"", ""[[280, 181], [417, 280]]""]"
UYsQ7VcMJIY,chloe halle x if god spoke,chloe halle god spoke,"[""[[58, 132], [214, 170]]"", ""[[266, 132], [422, 170]]"", ""[[140, 192], [238, 230]]"", ""[[247, 191], [395, 230]]""]"
UYts8FugR1M,i graham norton show,graham norton show,"[""[[24, 229], [106, 259]]"", ""[[32, 256], [105, 276]]"", ""[[58, 274], [90, 285]]""]"
UZ9TRfk3IKc,coi bod 00 is week 17 highlights 32,coi bod week highlight,"[""[[328, 80], [346, 98]]"", ""[[392, 92], [426, 130]]"", ""[[12, 144], [125, 178]]"", ""[[6, 182], [174, 209]]""]"
UaISWjBX5Sw,bundesliga more antit jurgen klopp,bundesliga antit jurgen klopp,"[""[[407, 109], [463, 118]]"", ""[[381, 224], [408, 234]]"", ""[[32, 253], [213, 306]]"", ""[[224, 261], [373, 305]]""]"
UaOhoVu8qU0,reacting to choni edits vanessa morgan,react choni edits vanessa morgan,"[""[[5, 54], [104, 81]]"", ""[[8, 98], [117, 141]]"", ""[[22, 150], [94, 182]]"", ""[[24, 266], [105, 291]]"", ""[[105, 266], [188, 290]]""]"
UakCvl0-tu0,live fast die young,live fast die young,"[""[[242, 57], [375, 109]]"", ""[[296, 118], [445, 176]]"", ""[[238, 177], [353, 229]]"", ""[[259, 230], [461, 310]]""]"
Uaw_pXHbscw,episode 6 may what thefit originals youlube,episode may thefit original youlube,"[""[[409, 55], [475, 70]]"", ""[[26, 178], [82, 220]]"", ""[[29, 234], [108, 259]]"", ""[[68, 279], [133, 306]]"", ""[[12, 281], [70, 301]]""]"
Uc99zNgJGDU,direction up who onest bundesliga 44200ns,direction bundesliga 44200ns,"[""[[219, 55], [366, 88]]"", ""[[408, 109], [464, 118]]"", ""[[33, 261], [222, 305]]""]"
UcNgcwZCrSI,fear get out,fear get,"[""[[24, 189], [146, 233]]"", ""[[14, 236], [129, 274]]""]"
UdeFH-2alqo,nypd edny,nypd edny,"[""[[383, 107], [414, 126]]"", ""[[164, 273], [193, 284]]""]"
UfGvxT3KRec,college day life in my,college day life,"[""[[121, 65], [350, 174]]"", ""[[36, 190], [146, 269]]"", ""[[328, 192], [441, 266]]""]"
UfstUl4qYV0,this morning,morning,"[""[[11, 231], [126, 264]]""]"
UgdLtr1ZxuQ,sneak peek,sneak peek,"[""[[142, 258], [249, 285]]"", ""[[256, 258], [337, 287]]""]"
Ugmo0yoDNls,promo hd,promo,"[""[[18, 209], [136, 236]]""]"
UgqFkzY1trg,memory of in k9 piper end of watch january 2018 33,memory piper end watch january 2018,"[""[[314, 130], [394, 150]]"", ""[[337, 148], [445, 185]]"", ""[[296, 192], [332, 210]]"", ""[[358, 192], [416, 210]]"", ""[[286, 209], [364, 226]]"", ""[[384, 209], [425, 226]]""]"
UhzOViTpk-s,16 o build build,build,"[""[[30, 245], [120, 281]]""]"
Ul1nFub6164,my dau ter,dau ter,"[""[[1, 148], [192, 233]]"", ""[[320, 152], [474, 232]]""]"
UlgLTr95EZI,spring clean with mei messy bathroom deep clean nifty,spring clean mei messy bathroom deep nifty,"[""[[78, 87], [178, 127]]"", ""[[234, 214], [326, 236]]"", ""[[314, 116], [369, 138]]"", ""[[162, 156], [328, 190]]"", ""[[156, 192], [325, 214]]"", ""[[156, 214], [229, 237]]"", ""[[9, 269], [92, 305]]""]"
Um3QzpW9fMM,there the quear,quear,"[""[[177, 233], [222, 246]]""]"
UmSmvZdBq-0,lmz sports,lmz sport,"[""[[45, 42], [85, 61]]"", ""[[83, 42], [156, 70]]""]"
UmnWk-Sa5n8,charades 2 the charades tonight show fallon zendaya ex billy crudup,charade tonight show fallon zendaya billy crudup,"[""[[118, 221], [317, 257]]"", ""[[17, 229], [108, 249]]"", ""[[17, 246], [81, 266]]"", ""[[28, 261], [109, 301]]"", ""[[117, 264], [205, 292]]"", ""[[225, 268], [265, 289]]"", ""[[266, 264], [342, 291]]""]"
UpasbCCUO88,department stice msnbo,department stice msnbo,"[""[[46, 176], [220, 201]]"", ""[[296, 178], [369, 201]]"", ""[[77, 254], [240, 297]]""]"
UpsXJLizBDU,snl from got,snl get,"[""[[9, 222], [108, 302]]"", ""[[304, 245], [318, 260]]""]"
UqBiJXw2ako,this morning,morning,"[""[[11, 231], [126, 264]]""]"
UqCg5JcMvfk,star wars battlefrontic,star war battlefrontic,"[""[[349, 48], [380, 57]]"", ""[[381, 48], [417, 57]]"", ""[[289, 58], [478, 80]]""]"
Uqq0QeOElXk,ile front row live cles nbc sice de,ile front row live cles nbc sice,"[""[[127, 52], [172, 76]]"", ""[[412, 61], [453, 73]]"", ""[[413, 73], [442, 85]]"", ""[[413, 86], [440, 98]]"", ""[[0, 133], [26, 153]]"", ""[[416, 166], [460, 185]]"", ""[[426, 220], [479, 247]]""]"
UrCjtxJlPtY,02 february vlog episode 2,february vlog episode,"[""[[14, 152], [141, 172]]"", ""[[14, 186], [82, 206]]"", ""[[13, 289], [88, 304]]""]"
UrX4Ez6oqfE,sic wendy,sic wendy,"[""[[170, 232], [188, 241]]"", ""[[94, 265], [149, 284]]""]"
UroPqMsr3UU,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
Us-__MukH9I,it catalan conjecture 3423 the,catalan conjecture 3423,"[""[[174, 65], [476, 125]]"", ""[[174, 128], [476, 176]]"", ""[[180, 199], [352, 269]]""]"
UsqYRlRvYaY,big any sp,big,"[""[[65, 200], [104, 220]]""]"
Uta01ET5Gx4,to cluttered kote mr creative,clutter kote creative,"[""[[21, 154], [281, 272]]"", ""[[44, 177], [86, 206]]"", ""[[81, 199], [326, 314]]""]"
UtgOn5eXq5w,filmisnowic movie extras,filmisnowic movie extra,"[""[[18, 48], [65, 56]]"", ""[[2, 54], [80, 80]]"", ""[[2, 76], [80, 100]]""]"
Uu6qJo6iTOk,wasnit looking for love till found you i,wasnit look love till found,"[""[[44, 128], [154, 152]]"", ""[[165, 128], [297, 152]]"", ""[[232, 158], [378, 201]]"", ""[[185, 208], [250, 232]]"", ""[[273, 208], [378, 230]]""]"
UwG37Q87z7k,scotty mccreery seasons change vevo,scotty mccreery season change vevo,"[""[[116, 139], [220, 173]]"", ""[[117, 172], [253, 205]]"", ""[[125, 207], [183, 219]]"", ""[[188, 208], [238, 220]]"", ""[[12, 278], [101, 305]]""]"
UwN12--usMQ,harry shemar moore connick jr,harry shemar moore connick,"[""[[16, 245], [180, 285]]"", ""[[221, 253], [330, 277]]"", ""[[225, 280], [326, 304]]"", ""[[13, 285], [140, 309]]""]"
UwQbnUjf0Cw,an domd,domd,"[""[[109, 200], [167, 234]]""]"
UwZxmujwupc,full face of products hate fail,full face product hate fail,"[""[[218, 54], [336, 114]]"", ""[[341, 54], [470, 113]]"", ""[[269, 120], [472, 166]]"", ""[[272, 172], [470, 258]]"", ""[[341, 261], [436, 308]]""]"
Uwiz2ehwfy0,emirates dubal location emirates skycentral down 65zam time ground slst temperaturic,emirate dubal location skycentral 65zam time ground slst temperaturic,"[""[[62, 244], [100, 253]]"", ""[[181, 242], [208, 253]]"", ""[[21, 244], [61, 253]]"", ""[[101, 244], [148, 253]]"", ""[[46, 257], [77, 268]]"", ""[[21, 258], [45, 268]]"", ""[[21, 272], [54, 282]]"", ""[[112, 270], [140, 282]]"", ""[[55, 273], [111, 282]]""]"
UwySe7gCxQg,live palestinian conflict east policy israeli a middle mahmoud abbas cspan pall palestinian prosident a any,live palestinian conflict east policy israeli middle mahmoud abbas cspan pall prosident,"[""[[413, 50], [452, 62]]"", ""[[84, 290], [146, 304]]"", ""[[200, 253], [253, 268]]"", ""[[309, 253], [337, 268]]"", ""[[337, 253], [378, 269]]"", ""[[84, 254], [129, 268]]"", ""[[264, 254], [309, 268]]"", ""[[85, 276], [161, 290]]"", ""[[162, 276], [209, 290]]"", ""[[394, 276], [462, 296]]"", ""[[349, 287], [386, 306]]"", ""[[146, 292], [201, 304]]""]"
Uy_xIBQbwqA,see tom somepp ios angeles the routine manamer,see tom somepp angeles routine manamer,"[""[[230, 57], [246, 69]]"", ""[[214, 58], [229, 64]]"", ""[[212, 69], [245, 78]]"", ""[[153, 142], [381, 223]]"", ""[[378, 168], [474, 196]]"", ""[[25, 269], [92, 312]]""]"
UzCb00tGOmw,threw black vh1,threw black vh1,"[""[[189, 261], [311, 303]]"", ""[[110, 264], [195, 301]]"", ""[[20, 266], [78, 296]]""]"
V-N00Nyg5lI,bbc news,bbc news,"[""[[34, 227], [89, 247]]"", ""[[29, 247], [94, 266]]""]"
V0XOApF5nLU,netflix mirror black,netflix mirror black,"[""[[6, 62], [132, 98]]"", ""[[147, 254], [306, 294]]"", ""[[9, 262], [140, 296]]""]"
V1Sj9RvGpqw,of and ssus to shif somentalist the it like feels states substing home id consines to calles apr vevo,ssus shif somentalist like feel state substing home consines calles apr vevo,"[""[[-36, 33], [142, 209]]"", ""[[170, 47], [257, 134]]"", ""[[-14, 58], [183, 253]]"", ""[[273, 136], [346, 172]]"", ""[[181, 138], [272, 172]]"", ""[[357, 153], [475, 269]]"", ""[[13, 150], [152, 289]]"", ""[[162, 172], [329, 234]]"", ""[[85, 221], [145, 287]]"", ""[[176, 234], [262, 320]]"", ""[[319, 263], [366, 310]]"", ""[[12, 278], [101, 305]]""]"
V1hF1KvfQqo,cat livestream machine,cat livestream machine,"[""[[10, 272], [81, 306]]"", ""[[83, 271], [294, 308]]"", ""[[304, 272], [468, 306]]""]"
V24dHo02NT4,oneplus 5t itt phone x,oneplus itt phone,"[""[[168, 78], [285, 105]]"", ""[[20, 228], [110, 272]]"", ""[[212, 262], [305, 289]]""]"
V3wvjDwpuDA,megyn kelly today,megyn kelly today,"[""[[100, 219], [187, 249]]"", ""[[100, 244], [162, 272]]"", ""[[99, 270], [190, 294]]""]"
V48t_A5fPVw,inderson 260 ande ber 0 indersone cooid 36 oper prsc snl artsu,inderson 260 ande ber indersone cooid oper prsc snl artsu,"[""[[84, 39], [149, 74]]"", ""[[127, 63], [178, 100]]"", ""[[255, 77], [390, 127]]"", ""[[104, 81], [136, 104]]"", ""[[102, 97], [188, 142]]"", ""[[253, 128], [390, 172]]"", ""[[115, 145], [162, 176]]"", ""[[150, 169], [186, 196]]"", ""[[10, 222], [106, 302]]"", ""[[334, 295], [406, 319]]""]"
V4RbA419Occ,vis live2 studio2,live2 studio2,"[""[[305, 245], [438, 293]]"", ""[[12, 249], [214, 297]]""]"
V4u8LgzTSpM,fart apr 51,fart apr,"[""[[359, 55], [471, 111]]"", ""[[54, 46], [190, 210]]""]"
V5zTZRDdimY,sabans vr troopers,sabans trooper,"[""[[310, 96], [380, 109]]"", ""[[278, 205], [426, 232]]""]"
V6Bcvjz3vtc,used pondimb all,use pondimb,"[""[[285, 224], [373, 271]]"", ""[[102, 224], [243, 289]]""]"
V7D25mjdt4I,tom passing out centrifuge on a behind the scenes,tom passing centrifuge behind scene,"[""[[48, 209], [136, 244]]"", ""[[149, 209], [320, 242]]"", ""[[161, 240], [429, 276]]"", ""[[110, 276], [213, 300]]"", ""[[276, 276], [386, 301]]""]"
V8GCw8mPWuM,iphone 6 months later,iphone month later,"[""[[130, 224], [301, 261]]"", ""[[129, 269], [268, 296]]"", ""[[274, 269], [372, 296]]""]"
V8Q3vvPLGgA,adventure,adventure,"[""[[76, 99], [347, 158]]""]"
V8jjgeYHe9o,family feud,family feud,"[""[[15, 252], [105, 279]]"", ""[[26, 274], [93, 296]]""]"
VA2tHiM70uE,giver kirlay sirsly remix vevo,giver kirlay sirsly remix vevo,"[""[[188, 74], [288, 103]]"", ""[[208, 105], [270, 124]]"", ""[[171, 164], [231, 190]]"", ""[[237, 167], [308, 192]]"", ""[[12, 278], [102, 305]]""]"
VAL1khzhGQw,westbrook dan ck o ing hn3 media new,westbrook dan ing hn3 medium new,"[""[[173, 145], [252, 180]]"", ""[[441, 154], [484, 188]]"", ""[[374, 244], [402, 262]]"", ""[[11, 249], [78, 286]]"", ""[[16, 281], [69, 292]]"", ""[[50, 293], [73, 298]]""]"
VBQWZmqb33I,bro i holly the beteshow james corden,bro holly beteshow james corden,"[""[[157, 60], [239, 108]]"", ""[[160, 105], [226, 126]]"", ""[[18, 258], [74, 273]]"", ""[[34, 270], [74, 282]]"", ""[[25, 282], [74, 296]]""]"
VBaNZ_bNFUo,the be in its,,[]
VCDA7NqEpmU,03812 so,03812,"[""[[168, 54], [330, 151]]""]"
VCGBDCCa9eA,best electric skate board,best electric skate board,"[""[[12, 121], [85, 146]]"", ""[[13, 149], [153, 176]]"", ""[[12, 180], [104, 205]]"", ""[[13, 209], [115, 234]]""]"
VCdz3EOGtfc,wants to millionaire,want millionaire,"[""[[57, 184], [98, 201]]"", ""[[26, 237], [145, 253]]""]"
VEl1i75rlRg,thebreakeast club lewis jenifer interview revolt,thebreakeast club lewis jenifer interview revolt,"[""[[44, 54], [206, 80]]"", ""[[106, 73], [176, 100]]"", ""[[159, 106], [259, 138]]"", ""[[17, 108], [150, 138]]"", ""[[48, 140], [226, 169]]"", ""[[183, 272], [218, 294]]""]"
VHHKTcWnnqo,uc lan,lan,"[""[[238, 169], [307, 200]]""]"
VHQuR885yMQ,besturiti the,besturiti,"[""[[70, 36], [344, 164]]""]"
VIUwxtTPODc,natentico vana hyejcong mino chanceri scollyun bingle bangle aoa 10111100111 color coded hanlenglrom lurics ineguchi vides by,natentico vana hyejcong mino chanceri scollyun bingle bangle aoa 10111100111 color cod hanlenglrom lurics ineguchi vides,"[""[[18, 142], [60, 161]]"", ""[[101, 142], [137, 161]]"", ""[[166, 142], [230, 166]]"", ""[[261, 142], [300, 162]]"", ""[[414, 142], [466, 161]]"", ""[[329, 144], [392, 165]]"", ""[[28, 182], [224, 278]]"", ""[[236, 184], [450, 277]]"", ""[[192, 268], [220, 281]]"", ""[[221, 268], [291, 281]]"", ""[[154, 282], [185, 296]]"", ""[[184, 282], [220, 296]]"", ""[[220, 282], [289, 296]]"", ""[[289, 282], [325, 296]]"", ""[[238, 296], [281, 306]]"", ""[[202, 298], [224, 305]]""]"
VJjvvFXC2XA,star lightsaber collection wars,star lightsaber collection war,"[""[[57, 213], [113, 228]]"", ""[[45, 228], [228, 252]]"", ""[[37, 252], [225, 276]]"", ""[[142, 276], [201, 290]]""]"
VK5wBqNGKmU,kyle coming goinge take feat 6 lishliff mine,kyle come goinge take feat lishliff mine,"[""[[301, 84], [396, 101]]"", ""[[256, 122], [352, 137]]"", ""[[358, 122], [441, 137]]"", ""[[345, 140], [376, 152]]"", ""[[310, 141], [344, 152]]"", ""[[279, 182], [413, 251]]"", ""[[281, 232], [415, 278]]""]"
VLcDEY_JMtA,angie martinez ance mase interview,angie martinez ance mase interview,"[""[[284, 110], [340, 122]]"", ""[[346, 110], [437, 122]]"", ""[[238, 234], [269, 253]]"", ""[[134, 285], [200, 308]]"", ""[[202, 285], [322, 308]]""]"
VM_fzaWAybw,option 12 take down north korea,option take north korea,"[""[[313, 46], [432, 86]]"", ""[[12, 210], [139, 251]]"", ""[[14, 253], [176, 293]]"", ""[[187, 253], [347, 291]]""]"
VMr33wz89LM,elcielo sabe solo muchacho que era un,elcielo sabe solo muchacho que era,"[""[[109, 288], [160, 301]]"", ""[[160, 288], [194, 301]]"", ""[[224, 288], [254, 302]]"", ""[[301, 288], [374, 301]]"", ""[[194, 289], [222, 302]]"", ""[[254, 289], [280, 301]]""]"
VMsiYUjta-s,look,look,"[""[[437, 90], [454, 96]]""]"
VMxjFTtTquc,dodge hellcat helicopter vs,dodge hellcat helicopter,"[""[[21, 60], [128, 98]]"", ""[[130, 59], [260, 99]]"", ""[[53, 98], [237, 140]]""]"
VOfBaNYFoWY,2002 ipaul gannon bootlegi anne marie,2002 ipaul gannon bootlegi anne marie,"[""[[45, 164], [73, 178]]"", ""[[72, 164], [104, 178]]"", ""[[102, 163], [145, 179]]"", ""[[146, 164], [190, 178]]"", ""[[373, 165], [402, 178]]"", ""[[402, 166], [434, 180]]""]"
VPaFRrTJZ4U,hd,,[]
VQ5ZxHkygBs,souls dark 7 remastered,soul dark remastered,"[""[[177, 56], [341, 105]]"", ""[[21, 63], [167, 110]]"", ""[[95, 107], [267, 131]]""]"
VQODLWSiyys,music,music,"[""[[418, 286], [453, 302]]""]"
VQkWIyDX-QU,inside europe,inside europe,"[""[[13, 60], [208, 110]]"", ""[[14, 112], [210, 162]]""]"
VR4TJpFEFBE,vevo,vevo,"[""[[9, 276], [103, 307]]""]"
VRgrLFNXa84,now this politics,politics,"[""[[20, 254], [201, 298]]""]"
VS1TH3PdAJM,atp womp now,atp womp,"[""[[13, 286], [54, 300]]"", ""[[12, 300], [36, 305]]""]"
VT_hLby9uSY,lau77 never not,lau77 never,"[""[[212, 64], [268, 94]]"", ""[[208, 285], [244, 296]]""]"
VUuN0_fJdo8,9 delior love a,delior love,"[""[[281, 233], [469, 288]]"", ""[[104, 242], [249, 297]]""]"
VVEK0AWeTWA,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
VVz-FHHH9sI,late show mark hamill stephen colbert,late show mark hamill stephen colbert,"[""[[37, 205], [108, 233]]"", ""[[51, 231], [131, 258]]"", ""[[200, 245], [281, 269]]"", ""[[289, 245], [398, 270]]"", ""[[25, 251], [117, 280]]"", ""[[40, 276], [121, 300]]""]"
VWeYDFpCZqM,i a hot ones,hot one,"[""[[25, 206], [133, 252]]"", ""[[17, 252], [141, 297]]""]"
VWyJgASLorQ,i,,[]
VX_jkRI5pNE,and prince familys startics hallowean and gg,prince family startics hallowean,"[""[[53, 74], [72, 80]]"", ""[[90, 74], [113, 81]]"", ""[[113, 74], [138, 80]]"", ""[[140, 74], [168, 81]]""]"
VXvblzAs6vM,the podcast shane dawson,podcast shane dawson,"[""[[46, 144], [117, 158]]"", ""[[13, 184], [205, 237]]"", ""[[13, 250], [259, 310]]""]"
VYB63wp_zxg,worst ratedi,bad ratedi,"[""[[5, 98], [144, 142]]"", ""[[12, 156], [144, 198]]""]"
VYePn7NoDT0,fitness doggy,fitness doggy,"[""[[22, 54], [254, 126]]"", ""[[43, 130], [236, 203]]""]"
VYhAB8pbiBI,crof lara tomb raide,crof lara tomb raide,"[""[[241, 221], [288, 230]]"", ""[[195, 221], [233, 232]]"", ""[[197, 229], [292, 250]]"", ""[[152, 247], [312, 291]]""]"
VZp3mK7ss6Y,peacock ouse mid,peacock ouse mid,"[""[[-1, 266], [139, 309]]"", ""[[205, 270], [337, 301]]"", ""[[345, 294], [374, 308]]""]"
VZzGontuNIQ,wrong perfectly lyrics liquidly bunds,wrong perfectly lyric liquidly bunds,"[""[[273, 106], [441, 178]]"", ""[[42, 108], [252, 178]]"", ""[[186, 180], [296, 234]]"", ""[[197, 247], [275, 315]]"", ""[[228, 285], [276, 308]]""]"
Vaafty1YK6M,unreported world rans dating revolution,unreported world rans date revolution,"[""[[306, 60], [464, 85]]"", ""[[316, 80], [406, 105]]"", ""[[28, 174], [121, 209]]"", ""[[14, 208], [154, 261]]"", ""[[16, 258], [234, 297]]""]"
Vbm-uJ8msgc,eating only a healthy fast food tech insider,eat healthy fast food tech insider,"[""[[13, 68], [124, 96]]"", ""[[26, 110], [180, 139]]"", ""[[13, 156], [90, 182]]"", ""[[97, 156], [185, 182]]"", ""[[31, 254], [105, 275]]"", ""[[8, 276], [125, 300]]""]"
Vc6M5k6yPUk,true sedaris at home with amy,true sedaris home amy,"[""[[10, 57], [92, 93]]"", ""[[240, 270], [338, 301]]"", ""[[48, 272], [116, 298]]"", ""[[184, 272], [236, 298]]""]"
VcB4hgT4jIc,ginnabon,ginnabon,"[""[[319, 62], [449, 90]]""]"
VcLEEADb334,5 i,,[]
Vd5u3WXqwh8,a ho ua demons,demon,"[""[[426, 97], [457, 105]]""]"
VdnESwpY7ps,beme,beme,"[""[[21, 252], [163, 298]]""]"
Vf8gi-6E32I,under ptale finale,ptale finale,"[""[[234, 47], [472, 103]]"", ""[[129, 258], [356, 312]]""]"
VfdTeJdu1xw,solo wars story star premiere world presented by nissan,solo war story star premiere world present nissan,"[""[[122, 80], [340, 172]]"", ""[[223, 148], [294, 179]]"", ""[[289, 152], [326, 167]]"", ""[[155, 160], [226, 191]]"", ""[[212, 162], [368, 222]]"", ""[[100, 186], [213, 240]]"", ""[[141, 255], [218, 270]]"", ""[[256, 258], [304, 268]]""]"
VfsVw0ndFAQ,train my cats,train cat,"[""[[231, 65], [454, 137]]"", ""[[249, 218], [454, 290]]""]"
Vg9wpWZyMHE,nbc i iboa sic,nbc iboa sic,"[""[[301, 56], [324, 66]]"", ""[[332, 84], [374, 102]]"", ""[[326, 106], [345, 118]]""]"
VgRcfnsWtXY,cat foodp gmm youlube originals,cat foodp gmm youlube original,"[""[[60, 66], [170, 110]]"", ""[[26, 117], [220, 164]]"", ""[[12, 269], [108, 305]]"", ""[[128, 276], [193, 298]]"", ""[[190, 276], [261, 304]]""]"
VhAiyy_Y8aU,imout here broke and been i sleeping the floor on and is all you say head keep your up,imout broke sleep floor say head keep,"[""[[193, 116], [284, 140]]"", ""[[348, 116], [424, 140]]"", ""[[178, 173], [288, 202]]"", ""[[377, 176], [440, 197]]"", ""[[344, 206], [390, 232]]"", ""[[324, 232], [386, 256]]"", ""[[190, 232], [255, 262]]""]"
Vi81sgZGMfY,be my valentine,valentine,"[""[[118, 280], [361, 313]]""]"
ViDApGmTFmE,east coast tsunami,east coast tsunami,"[""[[53, 48], [144, 85]]"", ""[[154, 47], [280, 87]]"", ""[[289, 48], [477, 86]]""]"
Vjk_MgOvFSk,in cl beauty insider,beauty insider,"[""[[20, 246], [156, 272]]"", ""[[6, 273], [164, 301]]""]"
